contributor_name,doc_id,contribution_type
Ericsson,R1-2401866,Rapporteur
Ad-Hoc Chair (Huawei),R1-240XXXX,Session notes
CMCC,R1-2409228,Session Notes
ZTE Corporation,R1-2407806,CR Proposal
ZTE Corporation,R1-2405004,Discussion and Decision
EURECOM,R1-2402547,Discussion and Decision
HiSilicon,R1-2401995,Source
NICT,R1-2403140,Source
Qualcomm Incorporated,R1-2407043,Discussion
Google,R1-2400392,Discussion/Decision
Nokia,R1-2409714,Technical Analysis & Proposals
Samsung,R1-2406616,Contribution
MediaTek Inc.,R1-2402945,Technical Proposal
"InterDigital, Inc.",R1-2404047,Discussion and Decision
Sony,R1-2406469,Technical Proposal
Huawei,R1-2403657,Ad-Hoc Chair
Transsion Holdings,R1-2404818,Contribution
"InterDigital, Inc.",R1-2403847,Technical Contribution
Panasonic,R1-2402545,Technical Proposal
Nokia,R1-2403582,CR Source
Futurewei,R1-2405807,Discussion/Decision
CATT,R1-2402352,Source
Qualcomm,R1-2405432,Source
MediaTek,R1-2409015,Moderator
"NTT DOCOMO, INC.",R1-2410856,Moderator
vivo,R1-2409316,Change Request
Qualcomm,R1-2403174,Proposer
CATT,R1-2408035,Source
Not specified,CR-XXXXXX,Change Request Proposal
"NTT DOCOMO, INC.",R1-2408785,Technical Contribution
Huawei,R1-2405724,Moderator
Huawei,R1-2410771,Technical Proposal
China Telecom,R1-2407737,Discussion
Huawei,R1-2405701,CR Source
ZTE Corporation,R1-2407931,Technical Analysis
Lenovo,R1-2403785,Moderator
CATT,R1-2408006,Technical Proposal
UNISOC,R1-2409634,Technical analysis
"NTT DOCOMO, INC.",R1-2401802,Moderator Summary
Huawei,R1-2403956,Discussion and Decision
CMCC,R1-2406003,Source
LG Electronics,R1-2402635,Discussion/Decision Proposal
ITL,R1-2403372,Technical Contribution
Samsung,R1-2403567,CR Proposal
ZTE Corporation,R1-2410452,Reply LS
MediaTek,R1-2403721,Moderator Summary
vivo,R1-2404153,Draft CR
ZTE,R1-2400281,Technical Proposal
ZTE,R1-2407522,Moderator
TCL,R1-2408497,Contribution
Huawei,R1-2401994,Technical Proposal
ZTE,R1-2402188,Discussion
Huawei,R1-2405327,CR Proposal
Ericsson,R1-2402494,Technical Contribution
vivo,R1-2409699,Discussion Document
KT Corp.,R1-2406884,Technical Contribution
"InterDigital, Inc.",R1-2400954,Technical Proposal
HiSilicon,R1-2405838,Simulation Results
Panasonic,R1-2400871,Discussion and decision
Ericsson,R1-2405412,Clarification proposal for FG 55-6h
CMCC,R1-2409499,Discussion
CEWiT,R1-2410581,Contribution
Ericsson,R1-2407173,CR Proposal
Nokia,R1-2402997,Technical Proposal
Fujitsu,R1-2410124,Discussion
vivo,R1-2406196,Source
Huawei,R1-2407687,Source
Nokia,R1-2402603,Discussion and Decision
OPPO,R1-2409169,Moderator
ZTE,R1-2404711,Change Proposal
NTPU,R1-2401060,Source
HiSilicon,R1-2407676,Source
Nokia,R1-2407099,Change Request
Xiaomi,R1-2402679,Technical Proposal
Nokia,R1-2400794,Source
Qualcomm Incorporated,R1-2410458,Discussion/Decision
HONOR,R1-2410184,Contribution
OPPO,R1-2406245,Discussion and Decision
NEC,R1-2410208,Source
NEC,R1-2409874,Technical Proposal
BUPT,R1-2405098,Technical Contributor
IIT Kharagpur,R1-2404803,Discussion Document
Intel Corporation,R1-2407467,Moderator
Ericsson,R4-2410352,Liaison Statement
Qualcomm,R1-2405140,Draft CR
MediaTek Inc.,R1-2402955,Discussion/Decision Proposal
China Telecom,R1-2404434,Contribution
LG Electronics,R1-2403506,Moderator Summary
Sanechips,R1-2404638,Technical Contribution
Xiaomi,R1-2406267,Technical Analysis
Eutelsat Group,R1-2403993,Source Organization
Samsung,R1-2410916,Liaison Statement
Thales,R1-2401990,Source
Qualcomm Incorporated,R1-2401657,Source to WG
Fujitsu,R1-2400773,Contribution
Huawei,R1-2407369,Moderator
Lenovo,R1-2408203,Source
3GPP RAN WG1,R1-2404342,Reply LS
Spreadtrum Communications,R1-2402117,Discussion and decision
ZTE,R1-2410783,Moderator
ITRI,R1-2405115,Proposal
Samsung,R1-2401910,Change Request Proposal
Beijing University of Posts and Telecommunications,R1-2400173,Primary Author
"InterDigital, Inc.",R1-2402915,Discussion and Decision
Xiaomi,R1-2409883,Contribution
Nokia,R1-2406586,Discussion and Decision
NEC,R1-2404795,Discussion
Xiaodong,RAN1#119_Schedule,Session Coordinator
ZTE Corporation,R1-2408512,Change Request
AT&T,R1-2406875,Moderator Summary
Samsung,R1-2408617,Change Request Submission
HiSilicon,R1-2403947,Source
Sony,R1-2400868,Discussion & Decision proposal
Samsung,R1-2405616,CR Source
Qualcomm Incorporated,R1-2403184,Technical analysis
vivo,R1-2401863,Moderator
Nokia,R1-2401686,Moderator
Samsung,CR-Form-v12.2 CHANGE REQUEST 2,Technical Contribution
NYU WIRELESS,R1-2405339,Contribution
MediaTek. Inc,R1-2407459,Moderator
MediaTek Inc.,R1-2410513,Technical Analysis
Fujitsu,R1-2400776,Discussion and decision
NEC,R1-2400478,Discussion Document
LG Electronics,R1-2402815,Discussion and Decision
"NTT DOCOMO, INC.",R1-2401641,Moderator
Samsung,R1-2409574,Change Request Proposal
Qualcomm Incorporated,R1-2407024,Discussion/Decision
Spreadtrum Communications,R1-2400051,Discussion and decision
"NTT DOCOMO, INC.",R1-2401107,Contribution Submission
Apple Inc.,R1-2401006,Discussion/Decision
Apple Inc.,R1-2401023,Discussion/Decision
Apple Inc.,R1-2408482,Source
CEWiT,R1-2410579,Discussion and Decision
"InterDigital, Inc.",R1-2409567,Discussion and Decision
ZTE,R1-2400498,Source
CMCC,R1-2407920,Discussion & Decision
ETRI,R1-2403016,Discussion/Decision
Samsung,R1-2409591,Technical Proposal
Qualcomm,R1-2403175,Change Request
Nokia Shanghai Bell,R1-2406755,Source
CATT,R1-2406334,Source
vivo,R1-2409692,Discussion and Decision
"Huawei, HiSilicon",R1-2405329,Discussion and Decision
Nokia,R1-2403773,CR Submission
HiSilicon,R1-2402009,Source
HiSilicon,R1-2410600,Source
Sanechips,R1-2405538,Contributor
NVIDIA,R1-2404541,Technical Contribution
LG Electronics,R1-2402419,Source
Lenovo,R1-2408202,Contribution
Samsung,R1-2400732,Discussion
Qualcomm Incorporated,R1-2401407,Discussion/Decision
vivo,R1-2407878,Technical Analysis
Huawei,R2-2401912,LS Proposal
Ericsson,R1-2403911,Contribution
HiSilicon,R1-2405331,Technical Analysis
Intel Corporation,R1-2400376,Technical Proposal
Intel Corporation,R1-2408289,Technical Contribution
OPPO,R1-2404847,Change Request
Sanechips,R1-2402188,Discussion
Fraunhofer IIS,R1-2400929,Technical Analysis
TCL,R1-2408496,Discussion and Decision
Apple,R1-2402900,Discussion/Decision
vivo,R1-2403533,Moderator
KRRI,R1-2408241,Primary Contributor
EURECOM,R1-2400881,Discussion and decision
ZTE Corporation,R1-2406961,Technical Contribution
CATT,R1-2403772,Source
CMCC,R1-2407348,Moderator Summary
Qualcomm Incorporated,R1-2401443,Contribution
Samsung,R1-2404100,Discussion Proposal
Fraunhofer HHI,R1-2405891,Technical Analysis
New H3C,R1-2407625,Technical Proposal
OPPO,R1-2406237,Discussion and Decision
"NTT DOCOMO, INC.",R1-2408788,Discussion and Decision
CATT,R1-2410727,Moderator Summary
Xiaomi,R1-2406277,Technical Analysis
Ericsson,R1-2405399,Moderator
Sanechips,R1-2410453,Discussion/Decision
Ericsson,R1-2407102,Problem analysis and CR proposal
CEWiT,R1-2407081,Discussion
Spreadtrum Communications,R1-2400057,Technical Contribution
AT&T,R1-2401619,Ad-Hoc Chair
Nokia,R1-2410316,Source
ZTE,R1-2402163,Discussion and Decision
ASUSTeK,R1-2401201,Discussion and Decision
LG Electronics,R1-2408299,Discussion and decision
"Huawei, HiSilicon",R1-2401548,Commenter
Tejas Networks Ltd,R1-2407758,Discussion and Decision
Panasonic,R1-2408533,Technical Contribution
Fujitsu,R1-2408358,Moderator Summary
Ericsson,R1-2402419,Source
CATT,R1-2407550,Moderator
Nokia,R1-2404224,Technical analysis and proposals
Lenovo,R1-2406690,Discussion and Decision
CATT,R1-2406329,Source to WG
China Mobile Communications Corporation,R1-2407908,Technical Proposal
Samsung,R1-2406626,CR Proposal
MediaTek Inc.,R1-2401564,Moderator
Xiaomi,R1-2404611,Technical Proposal
Mavenir,R1-2402536,Contribution for Discussion and Decision
CMCC,R1-2403661,Ad-hoc Chair
Spreadtrum Communications,R1-2407694,Source
RAN1,R1-2405578,Technical Input
Nokia,R1-2403325,Technical Analysis
Qualcomm Incorporated,R1-2401431,Contribution
ZTE,R1-2404230,Source
Samsung,R1-2405725,Technical contribution
Apple,R1-2406817,Source
"NTT DOCOMO, INC.",R1-2409131,Moderator Summary
Panasonic,R1-2403002,Discussion
Xiaodong Shen,R1-2403782,Contact Person
Samsung,R1-240xxxx,Moderator
ZTE,R1-2404563,Technical analysis
"Moderators (AT&T, NTT DOCOMO, INC.)",R1-2410664,Liaison Statement
"NTT DOCOMO, INC.",R1-2409094,Moderator Summary
ZTE,R1-2401694,Moderator
HiSilicon,R1-2403956,Discussion and Decision
NTT CORPORATION,R1-2408779,Technical Contribution
ETRI,R1-2406732,Contribution
Ericsson,R1-2403565,CR Source
Samsung,R1-2405744,Technical Proposal
LG Electronics,R1-2408303,Discussion and decision
"NTT DOCOMO, INC.",R1-2403240,Contribution
"InterDigital, Inc.",R1-2400161,Technical Proposal
China Telecom,R1-2400656,Discussion Document
NEC,R1-2406555,Discussion
ZTE,R1-2400487,Technical Analysis
Sanechips,R1-2407781,Technical Analysis
HiSilicon,R1-2405327,CR Proposal
HiSilicon,R1-2406987,Technical Analysis
Xiaomi,R1-2407954,Discussion
ZTE Corporation,R1-2409561,Contribution
Xiaomi,R1-2400553,Discussion and Decision
Xiaomi,R1-2406291,Source
OPPO,R1-2404833,Change Request
vivo,R1-2402212,Technical Proposal
Apple Inc.,R1-2405681,Moderator Summary
Comba,R1-2405217,Discussion Document
"InterDigital, Inc.",R1-2400162,Technical Contribution
"InterDigital, Inc.",R1-2410042,Contribution
HiSilicon,R1-2400109,Discussion and Decision
HiSilicon,R1-2407687,Source
Sony,R1-2410235,Discussion/Decision
Intel Corporation,R1-2408283,Discussion
Intel Corporation,R1-2400368,Technical Proposal
NTT DOCOMO,R1-2405594,Moderator
"NTT DOCOMO, INC.",R1-2410398,Discussion and decision
Google Inc.,R1-2408879,Discussion and Decision
Fraunhofer HHI,R1-2404045,Discussion
Nokia,R1-2403466,Issue #1 Proposal
Indian Institute of Technology Kanpur,R1-2410425,Technical Contribution
ZTE,38.211 CR,Source
ZTE,R1-2405561,Technical Input
China Telecom,R1-2402525,Technical Contribution
Mitsubishi Electric,R1-2403402,Discussion
HONOR,R1-2406578,Discussion and Decision
ZTE Corporation,R1-2402703,Discussion and Decision
Xiaomi,R1-2400555,Technical Proposal
Huawei,R1-2405686,Session Chair
Huawei,R1-2406981,Contribution
ZTE,R1-2404257,Change Request
Sharp,R1-2405895,Source
CATT,R1-2404416,Technical Proposal
WILUS Inc.,R1-2407160,Discussion/Decision
Intel Corporation,R1-2403968,Discussion and Decision
MediaTek Inc.,R1-2409167,Moderator Summary
Ericsson,R1-2401925,Commenter
China Mobile Communications Corporation,R1-2405983,Technical Proposal
ZTE Corporation,R1-2406958,CR Source
"NTT DOCOMO, INC.",R1-2406937,Contribution
Samsung,R1-2404133,Technical Proposal
Hyundai Motor Company,R1-2401050,Discussion and Decision
MediaTek Inc,R1-2407336,Moderator
Nokia,R1-2404904,Contribution
Futurewei,R1-2400087,Technical Proposal
ZTE,R1-2402192,Technical Analysis
Samsung,R1-2403599,Moderator
TCL,R1-2400512,Discussion contribution
OPPO,R1-2407488,Moderator
MediaTek,R1-2405534,Commenter
Huawei,R1-2410778,Proposals on model identification
Huawei,R1-2408180,Measurement window extension proposal
EchoStar,R1-2408949,Source
Lenovo,R1-2404221,Technical Analysis
vivo,R1-2409663,Technical Contribution
Langbo,R1-2404729,Source
Ericsson,R1-2400078,"Discussion, Decision"
vivo,R1-2405707,Moderator/Proposer
China Telecom,R1-2402503,Discussion Paper
OPPO,R1-2404877,Discussion
Futurewei,R1-2400781,Contribution
Indian Institute of Technology Madras,R1-2408941,System Evaluation
Huawei,R1-2403349,CR Proposal
vivo,R2-2402045,Liaison Statement
New H3C,R1-2400157,Discussion/Decision Proposal
CMCC,R1-2400338,Technical Contribution
CATT,R1-2409931,Discussion and Decision
"Huawei, HiSilicon, Ericsson",R1-2405325,CR Proposal
vivo,R1-2406194,Technical Contribution
China Unicom,R1-2403373,Contribution
University of Michigan,R1-2410310,Technical Analysis
Google,R1-2410148,Discussion/Proposal
"InterDigital, Inc.",R1-2408281,Discussion
Spreadtrum Communication,R1-2404023,Technical Proposal
Xiaomi,R1-2406276,Discussion
Intel Corporation,R1-2401469,Technical Contribution
"NTT DOCOMO, INC",R1-2401738,Proposed change
CMCC,R1-2407924,Discussion & Decision
Sony,R1-2400849,Contribution
ZTE,R1-2410116,Moderator
"NTT DOCOMO, INC.",R1-2410402,Discussion
Lenovo,R1-2403077,Source
Spreadtrum,38.214,Change Request
Nokia,R1-2400965,Technical Analysis
vivo,R1-2403640,Technical Feedback
OPPO,R1-2402332,Source
Samsung,R1-2410824,Discussion View
Huawei,R1-2405470,Moderator Summary
Huawei,R1-2407264,Moderator
Sharp,R1-2400645,Contribution Document
ZTE Corporation,R1-2409562,Discussion
Ericsson,R1-2403843,Technical Contribution
CATT,R1-2405701,CR Source
NICT,R1-2410586,Discussion Document
CATT,R1-2402372,Source
Huawei,R1-2407660,Discussion on DL coverage enhancements
Lenovo,R1-2406440,Technical Proposal
CMCC,R1-2400337,Technical Contribution
Google,R1-2401255,Discussion
vivo,R1-2409687,Discussion and Decision
CATT,R1-240xxxx,Commenter
ZTE,R1-2407524,Moderator
Ericsson,R1-2410614,Source
Qualcomm Incorporated,R1-2408859,Technical Proposal
ZTE,R1-2400484,Source
ZTE,R1-2404986,Change Request
Huawei,R1-2403929,Source
Indian Institute of Technology Madras,R1-2410590,Simulation Results
Moderator (AT&T),R1-2403048,Summary Preparation
OPPO,R1-2404835,Change Request Proposal
Lenovo,R1-2404529,Discussion and decision
NEC,R1-2404674,Discussion and Decision
3GPP RAN1 Delegates,RAN1#119,Technical Specifications
"NTT DOCOMO, INC.",R1-2410830,Draft FL Summary
vivo,R1-2400240,Discussion and Decision
Google,R1-2404681,Change Proposal
"NTT DOCOMO, INC",R1-2401740,CR Proposal
Qualcomm Incorporated,R1-2401421,Technical Proposal
CICTCI,R1-2406357,Technical Analysis
Sharp,R1-2408606,Discussion and Decision
Sanechips,R1-2407795,Co-author
Samsung,R1-2403417,Proposal
Samsung,R1-2405256,CR Proposal
Huawei,R1-2408169,Source
Intel Corporation,R1-2406010,Discussion Document
LG Electronics,R1-2405496,Moderator Summary
LG Electronics,R1-2406603,Technical Proposal
Lenovo,R1-2410322,Discussion and Decision
"ZTE, Sanechips",R1-2405195,CR Proposal
Transsion Holdings,R1-2402691,Discussion/Decision Contribution
Nokia Shanghai Bell,R1-2400940,Contribution
ZTE,R1-2409099,Moderator Summary
Mediatek,R1-2405702,Change Request Proposal
ZTE,R1-2405538,Contributor
Samsung,R1-2404078,Technical Proposal
Ericsson,R1-2405104,Technical Proposal
Intel Corporation,R1-2410144,Reply LS
"Huawei, HiSilicon",R1-2405860,CR Submission
Indian Institute of Technology Madras (IITM),R1-2407064,Discussion/Proposal
Apple Inc.,R1-2402867,Technical Proposal
Spreadtrum Communications,R1-2400065,Contribution
LG Electronics,R1-2400915,Discussion and Decision
TCL,R1-2400274,Discussion and Decision
ZTE,R1-2401772,Source
ZTE Corporation,R1-2407351,Moderator summary
ZTE Corporation,R1-2405935,Contribution
Nokia,R1-2406422,Technical Proposal
ZTE,R1-2404424,Contribution
Spreadtrum Communications,R1-2403639,Moderator
Apple Inc.,R1-2404276,Technical Contribution
"NTT DOCOMO, INC.",R1-2410857,Source
"NTT DOCOMO, INC.",R1-2401121,Discussion and Decision
HiSilicon,R1-2401997,Contribution
Huawei,R1-2403926,Technical Contribution
CMCC,R1-2405988,Technical Contribution
Nokia,R1-2410039,Reply LS
"NTT DOCOMO, INC.",R1-2406940,Technical Proposal
InterDigital,R1-2407318,Technical Input
NEC,R1-2406551,Discussion Document
Google,R1-2409281,Contributor
ETRI,R1-2410265,Technical analysis and proposals
Huawei,R1-2408180,Technical Contribution
Honor,R1-2402728,Source/Author
Apple,R1-2406864,Discussion/Decision
ZTE Corporation,R1-2406406,Technical Proposal
Samsung,R1-2402486,Discussion and decision
vivo,R1-2400242,Technical analysis and proposals
"NTT DOCOMO, INC.",R1-2410662,Moderator
vivo,R1-2402255,Discussion and Decision
ZTE Corporation,R1-2408521,Reply LS
Meta,R1-2406887,Source
OPPO,R1-2403578,Technical Contribution
Nokia,R1-2403792,Moderator
Sony,R1-2402975,Discussion
Kookmin University,R1-2406210,Discussion and Decision
HiSilicon,R1-2405352,Source
vivo,R1-2406160,Technical Contribution
Panasonic,R1-2402911,Discussion/Proposal
Nokia,R1-2405337,Source
Huawei,R1-2407672,Source
"NTT DOCOMO, INC.",R1-2401115,Source
ZTE Corporation,R1-2406117,CR Proposal
Ericsson,R1-2410618,Source
Ericsson,R1-2410440,Source
MediaTek Inc.,R1-2402595,Technical Proposal
Diana Pani,RP-242389,Contact Person
OPPO,R1-2408995,Moderator
Spreadtrum Communications,R1-2400069,Discussion
Ericsson,R1-2403098,Discussion/Decision
Qualcomm Incorporated,R1-2408843,Technical Proposal
vivo,R1-2405379,Moderator Summary
Intel Corporation,R1-2403150,Reply LS
Ericsson,R1-2404746,Source
OPPO,R1-2407302,Moderator
Ericsson,R1-2403276,Technical Analysis
vivo,R1-2403586,Technical Contribution
MediaTek Inc.,R1-2406776,Discussion/Decision
China Telecom,R1-2404432,Discussion
Ericsson,R1-2401615,Moderator Summary
ZTE Corporation,R1-2410453,Contribution
Fujitsu,R1-2401206,Discussion/Decision Document
HONOR,R1-2406585,Discussion and Decision
vivo,R1-2404166,Discussion and Decision
Fujitsu,R1-2404584,Technical Contribution
CMCC,R1-2405973,Technical Analysis
DCM,R1-2405533,Contributor
Samsung,R1-2408664,Discussion Proposal
MediaTek Inc,R1-2408198,CR Source
China Unicom,R1-2401065,Discussion
OPPO,R1-2408135,Discussion
Huawei,R1-2403830,Contact Organization
"InterDigital, Inc.",R1-2402084,Moderator
Samsung,R1-2402429,CR Proposal
Huawei,R1-2405383,Moderator
vivo,R1-2402219,CR Proposal
Nokia,R1-2406426,Source
Apple,R1-2402888,Discussion/Decision
Sanechips,R1-2402196,Technical Analysis
ZTE,R1-2402190,Technical Analysis
Alexandros Manolakos,R1-2407377,Contact person
ZTE Corporation,R1-2406402,Change Request
Thales,R1-2409439,Source
"InterDigital, Inc.",R1-2400686,Discussion
NICT,R1-2407816,Technical Contribution
Huawei,R1-2401676,Proposal
3GPP RAN WG2,R2-2313959,Approving Group
ZTE,R1-2301873,Moderator/Proponent
"NTT DOCOMO, INC.",R1-2406921,Source
"InterDigital, Inc.",R1-2406110,Technical Proposal
CMCC,R1-2410214,Measurement Data
Sanechips,R1-2409554,Discussion
Samsung,R1-2403523,Moderator
Sanechips,R1-2406398,Technical Input
NEC,R1-2408377,Discussion
China Unicom,R1-2405183,Discussion and Decision
Samsung,R1-2409619,Discussion and decision
Nokia,R1-2402838,Technical Proposal
Toyota ITC,R1-2408274,Contribution
Panasonic,R1-2403310,CR Proposal
vivo,R1-2406171,Source
Samsung,R1-2408663,Discussion/Decision Document
Huawei,R1-2405384,Moderator
Huawei,R1-2408980,CR Author
Huawei,R1-2403588,Technical Contribution
Intel Corporation,R1-2405449,CR Proposal
"NTT DOCOMO, INC.",R1-2403231,Technical Proposal
CATT,R1-2408044,Contribution
"ZTE, Sanechips",R1-2405718,CR Proposal
CATT,R1-2404359,Source
MediaTek Inc.,R1-2401318,Technical Proposal
Ren Da,R1-2403636,Reply LS Author
LG Electronics,R1-2403507,Moderator
ETRI,R1-2408569,Contribution
Samsung,R1-2408627,Source
Apple,R1-240xxxx,Commenter
Nokia,R1-2405666,Moderator Summary
"Huawei, HiSilicon",R1-2401999,Source
Nokia,R1-2404909,Draft LS Reply
ZTE Corporation,R1-2408520,CR Proposal
Unknown,CR-Form-v12.1,CR Author
Sanechips,R1-2408070,Technical Analysis
Samsung,R1-2401786,CR Source
Nokia Shanghai Bell,R1-2400181,Technical Contribution
Qualcomm,R1-2409172,Contribution
Futurewei,R1-2407622,Author
CMCC,R1-2409227,Session Notes
vivo,R1-2401541,Source/Moderator
Ericsson,R1-2408610,Discussion
CMCC,R1-2403655,Session Notes
EURECOM,R1-2403917,Discussion and decision
vivo,R1-2409681,Technical Proposal
Samsung,R1-2408665,Discussion/Proposal
Sony,R1-2406468,Discussion and decision
Qualcomm Incorporated,R1-2403189,Discussion/Decision
MediaTek,R1-2410743,Moderator
HiSilicon,R1-2405607,Change Request
MediaTek Inc.,R1-2402944,Discussion and Decision
CATT,R1-2409953,Technical Contribution
CMCC,R1-2403470,Moderator Summary
Qualcomm Incorporated,R1-2401417,Technical Proposal
HiSilicon,R1-2403346,CR Proposal
Huawei,R1-2401771,Moderator
Samsung,R1-2403723,Source
Xiaomi,R1-2400556,Discussion and Decision
Ericsson,R1-2410441,Technical Contribution
vivo,R1-2406155,Change Request Proposal
ZTE Corporation,R1-2408073,Discussion and decision
Fujitsu,R1-2403681,Moderator Summary
Futurewei,R1-2405812,Technical Analysis and Proposals
LG Electronics,R1-2400918,Discussion and Decision
Apple Inc.,R1-2407559,Contact Organization
CATT,R1-2407244,Draft CR on symbol determination
China Unicom,R1-2407070,Technical Proposal
Ericsson,R1-2409080,Moderator Summary
Huawei,R1-2403958,Technical Contribution
HiSilicon,R1-2403926,Technical Contribution
Samsung,R1-2400745,Contribution
Huawei,R1-2405687,Ad-Hoc Chair
Yating Xu,R1-2400385,Author
Samsung,R1-2409263,Source
NTT DOCOMO. INC,R1-2407459,Contributor
Spreadtrum Communications,R1-2404043,Discussion and decision
CATT,R1-24xxxxx,CR Revision Proposal
"Huawei, HiSilicon",R1-2403951,Technical Proposal
Fujitsu,R1-2410052,Discussion and Decision
Ericsson,R1-2409192,Technical Contribution
Samsung,R1-2404134,Discussion and decision
CMCC,R1-2405991,Technical Proposal
Sharp,38.214 CR,Change Request
Futurewei,R1-2400089,Contribution
Transsion Holdings,R1-2406706,Technical Analysis & Proposals
Lenovo,R1-2404698,Technical Proposal
Fujitsu,R1-2402832,Discussion/Decision
HiSilicon,R1-2409092,Source
Samsung,R1-2400734,Discussion and decision
"InterDigital, Inc.",R1-2401039,Discussion and Decision
Sanechips,R1-2408065,Simulation Support
OPPO,R1-2410108,Discussion Document
LG Electronics,R1-2403116,Discussion and decision
ASUSTeK,R1-2410539,Discussion and Decision
Xiaomi,R1-2406278,Discussion Document
OPPO,R1-2410073,Discussion & Decision
Ericsson,R1-2410355,"Discussion, Decision"
"InterDigital, Inc.",R1-2405882,Moderator Proposal
Intel Corporation,R1-2405362,Moderator Summary
Lenovo,R1-2407545,Moderator
Tejas Networks Ltd,R1-2405892,Technical Contribution
Huawei,R1-2409412,Technical Contribution
Lenovo,R1-2406815,Discussion
China Mobile Communications Corporation,R1-2405695,Ad-hoc Chair
Thales,R1-2404201,Discussion and decision
MediaTek Inc.,R1-2401306,Discussion/Decision
NICT,R1-2407143,Discussion Document
Nokia,R1-2404930,Technical Contribution
MediaTek Inc.,R1-2406780,Technical Proposal
Huawei,R1-2406752,TR editor
NEC,R1-2408218,Discussion and Decision
Nokia,R1-2401344,Source
Huawei/HiSilicon,R1-2401803,Technical Input
Nokia Shanghai Bell,R1-2400964,Source
China Unicom,R1-2407072,Discussion and Decision
MediaTek Inc.,R1-2405078,Technical Proposal
"NTT DOCOMO, INC.",R1-2410382,Technical Proposal
Nokia,R1-2405738,Moderator
CATT,R1-2406384,Discussion and Decision
THALES,R1-240XXXX,FL Summary
Lenovo,R1-2408746,Discussion and decision
vivo,R1-2405447,Moderator Summary
Apple,R1-2406818,Discussion/Decision
ZTE,R1-2409138,CR Proposal
OPPO,R1-2402309,CR Source
NICT,R1-2401080,Source
Ericsson,R1-2401193,Source
"NTT DOCOMO, INC.",R1-2405050,Discussion and Decision
Spreadtrum Communications,R1-2400056,Contribution
HiSilicon,R1-2405316,Discussion and Decision
Sanechips,R1-2408075,Contribution
MediaTek Inc.,R1-2407815,Discussion and Decision
Intel Corporation,R1-2406027,Technical Proposal
CATT,R1-2406387,Contribution
CEWiT,R1-2407075,Technical Contribution
Sanechips,R1-2406032,Technical Analysis
Xiaomi,R1-2400532,Technical Proposal
ITRI,R1-2401190,Contribution
ASUSTeK,R1-2410538,Discussion and Decision
ZTE,R1-2401069,Draft Reply LS
Ericsson,R1-2410865,Technical Contribution
Ericsson,R1-2401143,Rapporteur
Iridium,R1-2408273,Source
Samsung,R1-2406629,CR proposal
Apple,R1-2409785,Draft Reply LS
InterDigital,R1-2403850,Moderation
Qualcomm Incorporated,R1-2410467,Contribution
Xiaomi,R1-2410668,Source
Spreadtrum Communications,R1-2404019,Technical Proposal
Nokia,R1-2400948,CR Proposal
vivo,R1-2409663,Draft reply LS
Panasonic,R1-2404761,Discussion/Decision
vivo,R1-2402243,Source
Futurewei,R1-2400090,Discussion/Decision Proposal
MediaTek Inc.,R1-2401311,Discussion/Decision
Thales,R1-2408398,Proposal for specification alignment
"NTT DOCOMO, INC.",R1-2403698,Moderator Summary
Fujitsu,R1-2405716,Source to WG
Unknown,CR-Form-v12.2,Change Proposal
CATT,R1-2407439,Moderator
"Huawei, HiSilicon",R1-2405442,Proposal Support
Apple Inc.,R1-2409818,Technical Contribution
Spreadtrum Communications,R1-2407711,Source
Xiaomi,R1-2409887,Discussion and Decision
Samsung,R1-2405485,Moderator Summary
Samsung,R1-2409314,
Panasonic,R1-2408364,Discussion
RUijie networks,R1-2409842,Discussion and decision
ZTE,R1-2405717,CR Proposal
ZTE Corporation,R1-2407811,Source
Ericsson,R1-2406070,Technical Contribution
Google,R1-2402284,Discussion/Decision
Samsung,R1-2405561,Moderator/Editor
ETRI,R1-2404781,Technical contribution
"NTT DOCOMO, INC.",R1-2410384,Discussion Contribution
Samsung,R1-2409587,Moderator Summary
Chuangxin Jiang,R1-2409097,Contact Person
Sanechips,R1-2404563,System evaluation
ZTE Corporation,R1-2406400,Technical analysis
Huawei,R1-2409213,Moderator
HiSilicon,R1-2408980,CR Author
Samsung,R1-2401920,Change Request Proposal
InterDigital Inc.,R1-2406509,Discussion
vivo,R1-2407196,Moderator
Company,Unknown,Technical Specifications
MediaTek Inc.,R1-2409453,Discussion and Proposal
CATT,R1-2404380,CR Proposal
vivo,R1-2403776,Moderator
CATT,R1-2401485,Moderator/FL Summary
CMCC,R1-2400306,Discussion/Decision Proposal
Indian Institute of Technology Madras,R1-2401158,Technical Proposal
HiSilicon,R1-2408174,Technical Proposal
Huawei,R1-2409184,Moderator
"Nokia, Nokia Shanghai Bell",R1-2400951,Change Request
Xiaomi,R1-2407966,Discussion
vivo,R1-2409683,Discussion
ZTE,R1-2400353,Discussion
ZTE,R1-2403436,Proposal Submission
Fujitsu,R1-2402794,Discussion and Decision
Nokia,R1-2403311,Contribution
Nokia,R1-2407537,Contribution [R1-2406795]
Samsung,R1-2401740,CR Proposal
Jie Cui,R4-2410381,Contact Person
Xiaomi,R1-2404607,Technical Analysis and Proposals
MediaTek Inc.,R1-2402942,Discussion and decision
OPPO,R1-2400614,Discussion
ZTE,R1-2403969,Source
NTT DOCOMO Inc.,R1-2401830,Source
Ericsson,R1-2401194,Technical Analysis
Sanechips,R1-2408514,Technical Contribution
ZTE,R1-2404990,Change Request
