agenda_id,release,doc_id,page_range
9.11.2,Rel-19,R1-2410496,
7,Rel-17/Rel-18,R1-2403623,
7.2,Release 18,R1-2401072,
9.11.1,Rel-19,R1-2409883,
9.8.1,2024,R1-2403631,
,Rel-18,R4-2321389,
9.11.4,Rel-19,R1-2408581,
9.4.2.2,Rel-19,R1-2408852,
9.3.3,Rel-18/19,R1-2408045,
9.4.2.3,Unknown,R1-2407141,
16.2.4.3.1,Rel-18,R1-2410596,
9.2.2,Rel-19,R1-2406645,
NR_SL_enh2-Core,Rel-18,R1-2404640,
9.5.1,Rel-19,R1-2409107,
9.2.1,NR MIMO Phase 5,R1-2410471,
8.5.1,Rel-18,R1-2402603,
9.7.1,Release 19,R1-2400504,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2407789,
9.5.3,Rel-19,R1-2408678,
9.1.1,Rel-19,R1-2406254,
9.1.1,Rel-19,R1-2404737,
9.4.2.1,Rel-19,R1-2401328,
5,5G,R1-2404953,
8.1,Rel-18/19,R1-2400000,
9.1.3.3,Rel-19,R1-2406889,
9.3.1,Rel-19,R1-2408461,
8.6,Release 18,R1-2400706,
9.2.1,Rel-19,R1-2400049,
9.4.2.4,Rel-19,R1-2404623,
,Rel-18,36.213,
16.4,Rel-18,R1-2408618,
Rel-16 LTE NR DC/CA,Pre-Rel-18,R1-24xxxxx,
9.1.1,Release 18,R1-2410587,
9.7.2,Rel-19,R1-2400573,
9.11.1,Rel-19,R1-2409698,
9.5.2,R19,R1-2406191,
9.3.2,Rel-19,R1-2409873,
8.3.1.1,Rel-18,R1-2402440,
5,Release 18,R1-2402745,
9.4.1.2,Rel-19,R1-2405825,
NR_NTN_solutions-Core,Rel-17,R1-2405642,
NR_MBS_enh-Core,Rel-18,R1-2407567,
8.1,Rel-18,R1-2400406,
9.8.2,R-19,R1-2410595,
9.3.2,Rel-19,R1-2406726,
9.4.2.4,Rel-19,R1-2403767,
7.7,Rel-17,R1-2404365,
9.1.1,Rel-19,R1-2400692,
9.6.1,,R1-2410939,
8.4,Rel18,R1-2402993,
NR_NTN_enh-Core,Rel-18,R1-2410797,
9.11.1,Rel-19,R1-2406452,
9.6.3,Rel-19,R1-2409197,
8.1,Rel-18,R1-2400782,
9.4.1.2,Rel-19,R1-2408146,
9.11.5,3GPP Release 18,R1-2407689,
9.8.2,Release 19,R1-2408422,
5,Not specified,R1-2407167,
8.10,Rel-18,R1-2400224,
5,Rel-18,R1-2404754,
NR_XR_enh-Core,Rel-18,R1-2401779,
9.4.2.2,3GPP TSG RAN WG1 #118bis,R1-2408264,
R19 Mobility,Release 19,RAN1#118bis_Schedule,
NR_NTN_enh-Core,Rel-18,R1-2405738,
9.7.1,R19,CR-Form.zip,
9.2.1,Rel-19,R1-2408748,
9.1.3.1,Rel-18,R1-2406153,
9.5.3,Rel-19,R1-2410211,
AI 8.1,Release 19,RAN1#118bis_Schedule,
9.2.4,Rel-18/Rel-19,R1-2407585,
R19 ISAC,Release 19,RAN1#118bis Schedule,
9.4.1.2,Rel-19,R1-2402511,
9.10.1,Rel-19,R1-2401028,
9.2.3,Rel-19,R1-2402084,
9.5.2,Rel-19,R1-2410301,
9.8.2,April 2024,R1-2403066,
9.1.2,Rel-19,R1-2407951,
9.3.3,Release 19,R1-2410266,
9.1.2,R19,RAN1#119 Offline Session Schedule,
9.6.1,Rel-18,R1-2400962,
,Rel-18,R4-2321998,
,Rel-17,R1-2403566,
9.5.1,Rel-18,R1-2404407,
8.4,R18,R1-2403471,
9.1.2,Rel-19,R1-2404385,
7,Rel-18/Rel-19,R1-2402038,
9.8.2,Rel-19,R1-2406667,
9.10.1,,R1-2404531,
9.2.2,Rel-19,R1-2405005,
9.2.1,Rel-19,R1-2405980,
9.11.3,Release 19,R1-2404315,
9.5.1,Rel-19,R1-2403063,
9.4.2.1,Rel-18,R1-2400736,
,Rel-17,CR-XXXXXX,
NR_NTN_enh-Core,Rel-18,R2-2407887,
9.5,Release 18 and 19,R1-2407585,
9.7.2,Rel-19,R1-2402682,
9.4.2.3,Rel-18/Rel-19,R1-2405300,
9.6.3,Release 19,R1-2404629,
4.5.3,Rel-18,R1-2407566,
8.12.1,Rel-18,R1-2400226,
9.1.3.3,Unknown,R1-2406259,
8.1,Rel-18,R1-2407315,
9.1.2,Release 18,R1-2404002,
9.3.1,Rel-19,R1-2404935,
9.11.3,Release 19,R1-2404392,
7.2,Rel-17/Rel-18,R1-2401593,
9.4.1.2,Rel-19,R1-2407273,
9.6.2,3GPP Specifications,R1-2404761,
5,Rel-18,R1-2405287,
9.6.2,Not specified,R1-2405253,
9.2.2,Rel-19,R1-2404495,
9.2.2,Release 19,R1-2401113,
9.2.4,Rel-19,R1-2406524,
9.1.2,R19,R1-2408178,
9.6.2,Rel-19,R1-2404301,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2404254,
9.11.1,Rel-19,R1-2408298,
9.3.3,Rel-19,R1-2402465,
9.4.1.2,Release 19,R19 A-IoT,
9.11.4,Rel-19,R1-2408555,
8.3,NR Rel-18/19,R1-2402527,
9.5.2,R19,R1-2400181,
8.6,Release 18,R1-2401420,
9.7.1,Rel-19,R1-2403256,
FS_AmbientIoT_solutions,Rel-19,R1-2407887,
9.5.3,Rel-19,RAN1#119_Schedule,
9.3.2,Rel-19,R1-2401677,
9.3.2,Rel-19,R1-2401084,
TEI-18,Rel-18,CR 0676 rev,
8.3,Rel-18,R1-2401800,
9.1.3.1,Rel-18,R1-2404906,
9.4.2.1,2024,R1-2406242,
7,Rel-18,R1-2407983,
9.7.1,Release 19,R1-2409471,
7.3.1.1.4,Rel-18,R1-2403796,
9.4.2.3,Rel. 19,R1-2402856,
8.12.6,Rel-17/Rel-18,R1-2401252,
8.1.4,Rel-18,R1-2405528,
9.11.2,3GPP Release 18+,R1-2403161,
9.5.1,Rel-18,R1-2404121,
NR_pos_enh-Core,Rel-17,R1-2410865,
8.12.5,Rel-18,R1-2401305,
9.4.1.1,Rel-19,R1-2404554,
9.2.3,Rel-19,R1-2404110,
9.11.3,Release 19,R1-2407051,
9.5.3,Rel-19,R1-2406687,
9.4.2.2,Rel-19,R1-2401849,
9.5,Rel-18,R1-2401935,
8.2,Rel-18,R1-240xxxx,
9.6.3,,R1-2410512,
9.1.2,Release 18,R1-2400923,
9.9.1,Rel-19,R1-2408886,
5,3GPP Release unspecified,R1-2405830,
9.11.3,Release 19,R1-2406053,
8.1.2.1,Rel-18,R1-2404832,
7,Rel-18,R1-2409184,
NR_feMIMO-Core,Rel-18,R1-2401720,
9.11,Release-19,R1-2400843,
8.1,Rel-18,R1-2410738,
9.4.2.2,Rel-19,R1-2409389,
9.1.1,Release 18,R1-2402628,
9.6.3,Rel-19,R1-2402001,
9.1.3.2,Rel-18,R1-2406443,
9.11.4,Rel-19,R1-2406741,
9.4.2.4,Rel-19,R1-2405275,
IoT_NTN_Ph3,Rel-19,R1-2406234,
7,Release 18,R1-2405653,
9.3.1,Rel-18,R1-2403057,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2407459,
9.11.2,Rel-19,R1-2406950,
9.1.5,Rel-18,R1-2406340,
9.3.2,Rel-19,R1-2400242,
9.1.3.1,Rel-19,R1-2400795,
9.2.4,Rel-19,R1-2403984,
9.4.1.1,Rel-19,R1-2403840,
9.8.2,3GPP,R1-2409695,
8.1,Rel-18,R1-2405584,
9.2.2,Rel-19,R1-2400957,
8.1,Rel-18,R1-2405022,
7,Rel-18,R1-2407514,
9.4.2.1,Rel-19,R1-2400115,
9.3.2,Rel-19,R1-2406182,
9.3.2,Rel-19,R1-2401218,
9.2.2,Rel-19,R1-2408636,
9.4.1.1,Rel-19,R1-2400942,
9.3.2,Rel-18,R1-2409999,
8.1,Rel-18,R1-2408629,
9.1.1,Release 18/19,R1-2405030,
9.7.1,Rel-19,R1-2401705,
9.8.1,Rel-19,R1-2404514,
9.4.1.2,Rel-19,R1-2403195,
9.1.1,Rel-19,R1-2405963,
9.11.4,Release 19,R1-2409722,
9.4.2.1,Release 19,R1-2400058,
9.11.1,Release 19,R1-2400516,
9.10.1,Release 18,R1-2404131,
9.3.2,Rel-19,R1-2408087,
9.5.2,Rel-19,R1-2407213,
8.5.2,Rel-18,R1-2402164,
9.6.2,Release 19,RAN1#118bis_Schedule,
9.2.1,Rel-19,R1-2410346,
9.2.3,Release 18,R1-2405905,
9.1.3.3,R18,R1-2400236,
9.11.1,Rel-19,R1-2409831,
9.1.3.2,Release 19,R1-2403158,
R1-2407659,Rel-18,R1-2408971,
9.11.4,Rel-19,R1-2408735,
9.3.1,Rel-18,R1-2405933,
9.3.1,Release 18,R1-2402687,
9.11.3,Rel-19,R1-2406101,
NR_pos_enh2-Core,Release_18,R4-2321741,
9.11.3,Rel-19,R1-2410407,
9,Pre-Rel-18 & Rel-19,R1-2409340,
9.1.3.1,Release 18,R1-2406070,
7,Rel-17,R1-2409189,
8.7,Rel-18,R1-2401762,
9.5.2,Rel-19,R1-2410677,
9.5.2,Release 19,R1-2404507,
9.11.2,Release 19,R1-2401861,
9.5.2,Rel-19,R1-2405363,
9.1.4.2,R19,R1-2408432,
9.5.1,Release 19,R1-2405161,
9.6.1,Release 18,R1-2401146,
9.6.1,Rel-19,RAN1#119_Schedule,
9.2.2,Rel-19,R1-2404108,
9.7.2,,R1-2405276,
9.2.2,Rel-19,R1-2406548,
9.1.3.2,Rel-19,R1-2405016,
9.5.2,Release 19,R1-2403025,
9.1.3.3,Release 19,R1-2402844,
9.2.4,Rel-19,R1-2409762,
9.11.1,Rel-19,R1-2406754,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2409318,
9.11.3,Rel-19,R1-2400789,
9.7.1,,R1-2402678,
9.3.1,Release 19,RAN1#118bis Schedule,
9.1.5,Rel-17,R1-2408449,
9.5.2,Rel-19,R1-2403942,
9.3.2,Rel-18/19,RAN1#119-Schedule,
9.5.2,Rel-19,R1-2410272,
NR_NTN_enh-Core,Rel-18,R1-2409277,
9.3.3,Rel-19,R1-2405282,
9.4.2.2,Release 19,R19 A-IoT,
9.2.1,5G NR,R1-2409370,
9.2.4,Rel19,R1-2404921,
8.2,Rel-18,R1-2409042,
8.4,Rel-18,R1-2401139,
9.3.2,Rel-19,R1-2402596,
,Release 18,R1-2401753,
9.2.3,3GPP Release 18,R1-2403946,
9.1.3.2,Release-19,R1-2406720,
5,Rel-17/Rel-18,R1-2404354,
9.5.3,Rel-19,R1-2407039,
9.6.1,Rel-19,R1-2406785,
9.6.2,Release 19,RAN1#118bis-Schedule,
9.5.3,Rel-19,R1-2401987,
9.5.1,Rel-19,R1-2407056,
8.2,Rel-18,R1-24010663,
9.11.4,Rel-19,R1-2405928,
9.2.2,Rel-19,R1-2410382,
9.5.1,Rel-18,R1-2404223,
9.11.3,Rel-18,R1-2400346,
7,Release 18,R1-2405559,
8.2.1,Rel-18,R1-2405019,
9.11.5,Rel-19,R1-2409618,
9.1.2,Release 19,R1-2408522,
9.11.4,3GPP Release 18,R1-2404610,
9.2.4,Rel-18,R1-2406180,
8.2,Rel-18,R1-2407650,
NR_FeMIMO,Rel-17,R1-2405319,
9.2.4,Rel-19,R1-2407729,
7,Rel-17,R1-2402355,
9.5.1,Rel-18/19,R1-2405856,
9.1.3.2,Release 19,R1-2401434,
9.8.2,,R1-2403963,
NR MIMO 9.2.4,Rel-19,R1-2410762,
9.10.1,Rel-19,R1-2401338,
9.2.4,Release 18 and 19,R1-2407585,
IoT_NTN_Ph3-Core,Rel-19,R1-2407546,
9.4.1.1,Rel-19,R1-2410024,
9.1.4.1,Release 19,R1-2409482,
9.10.1,Rel-19,R1-2408866,
9.4.2.1,3GPP,R1-2408765,
9.11.2,Release 19,R1-2405091,
6.2.1.4.1,Rel-18,R1-2407241,
9.1.3.2,Release 19,R1-2403235,
9.6.1,Rel-18,R1-2408917,
7,Rel-17/Rel-18,R1-2407522,
9.11.1,Rel-19,R1-2409527,
9.4.2.1,Release 18,R1-2405224,
5,Release 18,R1-2410451,
5,Rel-18,R1-2407886,
9.4.1.2,Rel-19,R1-2406241,
7,Rel-15 and later,R1-2404947,
8.12.5,Rel-18,R1-2400716,
9.3.3,Rel-19,R1-2404400,
8.4,Release 17,R1-2403282,
13,"Pre-Rel-18, Rel-18, Rel-19",R1-2409340,
5,Rel-18,R1-2403152,
9.1.3.1,Rel-19,R1-2406979,
9.6.1,Rel-19,R1-2400527,
8.1,NR Rel-18,R1-2407397,
Not Specified,Rel-18,R3-237860,
9.1.3.3,Rel-19,R1-2407992,
9.5.1,Release 19,R1-2407711,
8.6,Rel-18,R1-2401554,
9.2,Rel-18/19,RAN1#119 Chair's Notes,
9.7,,R1-2404630,
9.4.2.2,Rel-19,R1-2405803,
9.10.1,Rel19 WI on XR (eXtended Reality) for NR Phase 3,R1-2409105,
8.1,Rel-18,R1-2402058,
9.3.2,Release 19,R1-2406836,
8.2.1,Rel-18,R1-2405411,
9.4.2.2,Rel-19,R1-2407070,
9.4.2.3,Release 18,R1-2402885,
9.9.1,Rel-19,R1-2408359,
8.4,Release 18,R1-2403338,
8.1,Rel-18,R1-2402299,
8.8,Rel-18,R1-2400040,
9.3.1,Rel-19,R1-2402239,
9.7.2,Rel-19,R1-2406710,
8.12.4,Rel-18,R1-2401290,
9.1.3.1,Rel-19,R1-2402920,
9.9,Rel-19,R1-2406860,
9.11.4,Rel-19,R1-2406077,
9.2.4,Rel-19,R1-2408202,
8.2.2,Rel-18,R1-2404164,
9.4.2.1,Rel-19,R1-2401464,
9.1.1,Release 19,RAN1#118bis-Schedule,
9.6.3,Rel-19,R1-2401698,
6,Rel-17,R1-2408449,
9.11.1,Rel-19,R1-2405838,
41-4-7,Rel-18,R1-2401959,
9.7.2,Rel-18,R1-2409394,
9.6.2,3GPP Release 18,R1-2404036,
9.3.3,Rel-19,R1-2403512,
9.3.1,Rel-19,R1-2406725,
9.11.3,Rel-19,R1-2404263,
9.3.3,Rel-19,R1-2404499,
9.11.3,Rel-19,R1-2408869,
9.2.4,Rel-19,R1-2404658,
9.5.2,Rel-19,R1-2406508,
21,Rel-18,R1-2404380,
9.2.4,Rel-18,R1-2409430,
6,Rel-18,R1-2408450,
8.1,Rel-18,R1-2406622,
9.7.2,Release 19,R1-2403917,
9.7.2,3GPP,R1-2408724,
9.4.2.2,Release 19,R1-2401157,
8.12.5,Rel-18,R1-2401516,
9.4.2.1,Rel-19,R1-2403954,
9.1.4.1,Release 18,R1-2408363,
9.8,Rel-19,R1-2402128,
7,NR Rel-15/16,R1-24nnnnn,
9.11.3,Release 19,R1-2406132,
9.1.3.2,Rel-19,R1-2405978,
9.4.2.3,Rel-18,R1-2402616,
9.11.4,Rel19,R1-2400879,
9.5.1,Rel-19,R1-2407974,
9.5.2,,R1-2406784,
9.2.2,Rel-19,R1-2409793,
NR_MC_enh-Core,Rel-18,R1-2401892,
9.4.1.2,R19,R1-2400245,
9.4.1.1,Rel-19,R1-2410630,
9.6.1,Release 19,R1-2401999,
4,Release 18 and 19,R1-2407585,
8.1,Rel-18,R1-2405668,
9.1.4.2,Rel-19,R1-2410335,
9.4.2.1,Release 19,R1-2400077,
8.1,Rel-18,38.213 CR rev,
9.5.1,Not specified,R1-2407995,
9.2.1,Rel-19,R1-2407122,
9.5.3,Rel-19,R1-2402692,
R1-2401950,Rel-18,R2-2401919,
9.2.3,Rel-19,R1-2405882,
9.8.1,3GPP Release 19,R1-2409001,
9.1.3.2,Rel-19,R1-2400796,
9.3.3,Rel-19,R1-2409679,
9.6.3,Release 18,R1-2410421,
9.1.1,Rel-19,R1-2401596,
9.4.2.3,Rel-19,R1-2402738,
9.11.2,NR,R1-2402524,
9.6.1,Release 18,R1-2403276,
CR 0596,Rel-17,R1-2405771,
9.3.1,Rel-19,R1-2402380,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2409921,
9.6.3,Rel-18,R1-2407104,
9.5.1,Rel-18,R1-2409735,
9.11.3,Rel-19,R1-2409616,
6.2.1.4.1,Rel-18,R1-2404993,
9.5.1,Rel-19,R1-2407565,
9.6.1,Release 19,R1-2410036,
9.7.1,Rel-18,R1-2405167,
9.8,Rel-18,R1-2401935,
RAN1-118-MIMO-Ph5,Rel-19,R1-2407285,
8.4,Rel-18,R1-2405357,
9.11.4,Release 19,R1-2407052,
9.4.1.1,Release 18,R1-2407636,
9.4.1.2,Rel-18,R1-2400330,
9.2.4,Rel-19,R1-2407189,
8.12.3,Rel-18,R1-2400228,
9.3.1,Release 19,R1-2405112,
9.6.2,Release 19,R1-2408859,
9.4.2.2,3GPP,R1-2408901,
9.4.1.1,Release 19,R1-2400056,
8.1,5G NR,R1-2410823,
9.1.4.1,Release 19,R1-2410043,
9.5.2,Release 19,R1-2407620,
NR_NTN_enh-Core,Rel-18,R1-2408182,
,Rel-18,R1-2405328,
R1-116bis-NES-Corrections,Rel-18,R1-2403557,
5.1.6.5.2,Rel-18,R1-2407403,
9.2.1,Release 18,R1-2407066,
9.2.2,Rel-19,R1-2408964,
9.4.2.3,,R1-2401067,
9.4.2.4,Rel-19,R1-2403766,
7,Rel-17,R1-2403648,
9.2.3,Release 19,R1-2403189,
9.7.2,Rel-19,R1-2410668,
8.2.4.2,Rel-18,R1-2407260,
9.9.1,Rel-19,R1-2408605,
5,,R1-2408398,
9.1.3.2,Release 19,R1-2406175,
9.7.1,Rel-19,R1-2406875,
9.1.3.2,Rel-18,R1-2404722,
NR_MBS-Core,Rel-17,R1-2401604,
8.1,Release 18,R1-2404791,
9.5.3,Release 19,R1-2408950,
2,Rel-18/Rel-19,R1-2407585,
9.12.1,Rel-19,R1-2410730,
7,Rel-15/16/17,R1-2410601,
9.5.3,Rel-18/Rel-19,R1-2401149,
8.3,Release 18,R1-2401039,
9.11.2,Rel-19,R1-2410305,
9.7.2,Rel-18,R1-2403372,
8.10,Rel-18/19,R1-2400000,
TP#3,Rel-18,R1-2401913,
8.2,Release 18,R1-2402701,
8.12.6,Rel-18,R1-2401363,
8.4,R18,R1-2403475,
9.3.2,Rel-18,R1-2401441,
9.6.1,Release 18,R1-2405051,
9.6.2,Rel-19,R1-2407060,
9.11.1,Release-19,R1-2401993,
9.5.1,Rel-19,R1-2409602,
9.9,Release 18 and 19,R1-2407585,
9.1.3.2,Rel-19,R1-2402278,
5,Rel-18/19,R1-2407585,
9.2.1,Release 18,R1-2404394,
9.4.2.2,Rel-19,R1-2408673,
9.5.1,Release 19,R1-2410209,
9.7.2,Release 18,R1-2404328,
9.5.1,Rel-19,R1-2401673,
9.1.3.1,Rel-18/Rel-19,R1-2400915,
9.1.2,Rel-17/18/19,RAN1#119,
9.4.1.1,Rel-19,R1-2409119,
NR_SmallData_INACTIVE-Core,Rel-18,R1-2407577,
9.4.2.4,,R1-2406318,
9.3.1,Rel-19,R1-2401188,
16.6,6,R1-2408448,
9.6.1,Rel-19,R1-2404124,
9.5.1,Rel-19,R1-2403509,
9.4.1.1,"April 15th – 19th, 2024",R1-2402510,
9.4.1.2,Release 18,R1-2407637,
9.3.1,Rel-19,R1-2406835,
9.11.3,Rel-19,R1-2406361,
9.1.3.1,,R1-2401269,
9.1.2,Rel-19,R1-2402650,
5,,R1-2404483,
9.8.2,3GPP,R1-2403541,
8.5.2,Rel-18,R1-2403701,
9.5.1,Rel-19,R1-2410074,
9.11.2,Release 19,R1-2405517,
38.213 CR 0609,Rel-18,R1-2401907,
9.11.1,Rel-18/Rel-19,R1-2407585,
9.11.2,Release 18,R1-2404785,
9.4.1.2,Release 18,R1-2402882,
9.4.2.3,Rel-18/19,R1-2400079,
8.12.2,Rel-18,R1-2400131,
9.6.3,Release 18,R1-2405512,
9.3.2,Rel-18/Rel-19,R1-2407585,
9.4.1.2,Rel-19,R1-2407706,
9.2.1,Rel-18/19,R1-2408404,
5,Rel-18,R1-2404985,
9.6.2,Rel-19,R1-2401024,
9.11.3,Rel-19,R1-2410279,
7,Release-17,R1-2409385,
9.7,Rel-19,R1-240XXXX,
9.1.3.1,Rel-19,R1-2404538,
8.1,Rel-18,R1-2401935,
9.3.1,Rel-19,R1-2408043,
7,Rel-18,R1-2403606,
RAN1#116,Rel-18,R1-2404231,
9.5.2,Rel-19,R1-2405085,
9.4.2.2,Rel-19,R1-2405243,
9.8.2,Release 18,R1-2406062,
9.2.1,Rel-19,R1-2400507,
8.1,Rel-18,R1-2410851,
9.1.1,Rel-19,R1-2401297,
9.11.5,Rel-19,R1-2408139,
9.11.3,Rel-19,R1-2405550,
Rel-18_UE_Features,Rel-18,R1-2410665,
5,Rel-19,R1-2410038,
9.2.2,Rel-19,R1-2400727,
9.2.4,Rel-19,R1-2401489,
9.3.1,3GPP Release 18,R1-2409410,
AI 9.5.1,Rel-19,R1-2407549,
9.4.1.1,Release 19,R1-2406602,
9.4.1.1,Rel-19,R1-2410638,
9.11.3,Rel-19,R1-2407139,
9.11.3,Rel-19,R1-2404043,
8.12.4,Rel-18,R1-2400998,
9.5.3,Rel-19,R1-2406228,
NR_MBS-Core,Rel-17,R1-2401772,
9.9.1,Rel-19,R1-2408379,
9.11.2,Release 18,R1-2404608,
9.1.2,Rel-18,R1-2402799,
9.2.2,Rel-19,R1-2402377,
9.1.3.2,Rel-18,R1-2402960,
9,Rel-17,R1-2404066,
9.1.2,Rel-19,R1-2401432,
9.3.1,Rel-19,R1-2406181,
9.10.1,Rel-18,R1-2408032,
9.2.4,Rel-19,R1-2405272,
9.1.1,Rel-18,R1-2402023,
9.1.3.3,Rel-19,R1-2402790,
9.1.4.1,Release 19,R1-2410202,
9.4.1.1,Release 19,R1-2410388,
9.2.4,Rel-19,RAN1#119-Schedule,
9.7.1,Release 19,R1-2408092,
9.3.1,Rel-19,R1-2406649,
9.1.4.2,Rel-19,R1-2408561,
9.5.1,Rel-18,R1-2402887,
Obj 3,Rel-19,R1-2410917,
9.11.2,Rel-19,R1-2410278,
9.5.2,Rel-19,R1-2400098,
9.1.3.2,Rel-19,R1-2401174,
9.1.3.3,Rel-19,R1-2401570,
9.4.2.4,Rel-19,R1-2410518,
5,Release 18,R1-2400306,
7359,Rel-18,CR-Form-v12.2 CHANGE REQUEST 4,
9.4.2.1,Rel-19,R1-2407970,
9.4.2.4,Rel-19,R1-2405185,
9.3.3,Rel-19,R1-2406472,
6,Rel-18/19,R1-2407585,
9.2.4,Rel-19,R1-2402662,
8.1,Rel-18,R1-2410792,
9.11.5,Release 17/18,R1-2407937,
8.2,Rel-18,R1-2400711,
8.1,Release 18,R1-2405378,
9.6.2,"Maastricht, NL, August 19th – 23rd, 2024",R1-2406413,
7,Release 18 and 19,R1-2407585,
9.4.1.1,Rel-19,R1-2402565,
9.5.1,Rel-19,R1-2402832,
9.1.3.3,Rel-19,R1-2402280,
9.4.2.2,3GPP Release 18,R1-2401017,
9.4.1.1,Release 19,R1-2402826,
7,Rel-15/16/17,R1-2406462,
9.1.3.3,Rel-19,R1-2405501,
9.11.1,Release 19,R1-2402934,
9.11.2,Release 19,R1-2405264,
,Rel-19,R1-2410914,
9.4.2.4,Rel. 19,R1-2403002,
9.3.1,Release 19,R1-2408565,
9.5.2,Rel-19 Revised WID,R1-2408312,
9.3.1,Rel-18,R1-2400269,
,Rel-19,R1-2404353,
9.2.3,Rel-19,R1-2405877,
8.5.1,Rel-18,R1-2402451,
21,Rel-18,38.213,
8.5.2,Rel-18,R1-2403434,
9.2.2,Rel-19,R1-2409059,
NR_SmallData_INACTIVE-Core,Rel-18,R1-2405710,
5,Release 19,R1-2407791,
9.2.2,Rel-19,R1-2402875,
8.4,Rel-18,R1-2402618,
9.4.2.2,Rel-19,R1-2405379,
9.2.3,Rel-18+,R1-2407899,
9.6.1,NR Rel-19,R1-2409534,
7,Rel-17,R1-2408834,
9.2.1,Rel-19,R1-2402138,
TP#5,Rel-18,R1-2401913,
7,R19,RAN1#119 Online Session Schedule,
9.7.2,Rel-19,R1-2408241,
9.2.4,Rel-19,R1-2407900,
9.4.2.3,3GPP,R1-2406606,
9.1.2,Rel-17,R1-2401415,
,Rel-16,07097,
9.6.3,Rel-18,R1-2408681,
9.3.1,Rel-18,R1-2405847,
9.2.4,Rel-19,R1-2404022,
8.4,Rel-18,R1-2403348,
9.2.4,Rel-19,R1-2404397,
9.8.2,Release 18,R1-2410656,
9.1.2,Release 19,R1-2404316,
9.1.3.3,3GPP Release 18,R1-2401225,
9.8.1,Unknown,R1-2407931,
9.4.2.1,Rel-19,R1-2404743,
9.1.3,Rel-19,R1-2410817,
9.1.1,Rel-19,R1-2407120,
9.1.2,3GPP,R1-2410424,
9.4.2.1,Release 19,R1-2404674,
9.4.1.2,R19,RAN1#119,
9.5.1,Rel-19,R1-2406847,
7.1,Release 16,R1-2401691,
9.3.2,Rel-19,R1-2409375,
9.2.1,Rel-19,R1-2408117,
Rel-17 NR-NTN,Pre-Rel-18 NR maintenance,R1-24xxxxx,
9.11.2,Rel-19,R1-2409528,
9.1.2,Rel-18,R1-2401198,
9.4.2.3,Rel-19,R1-2406844,
8.1,Rel-18,R1-2407444,
9.2.1,Rel-19,R1-2410171,
9.3.1,Rel-19,R1-2400325,
9.1.3.2,Release 19,R1-2407022,
6.4.1.4.4,Rel-18,R1-2406171,
2.0,Pre-Rel-18/Rel-18/Rel-19,R1-2403820,
7,Rel-17 1024QAM,R1-2410620,
8.2.1,Rel-18,R1-2404006,
9.6.2,Rel-19,R1-2407506,
9.7.2,3GPP Release 18+,R1-2408304,
9.8.2,Rel-19,R1-2404544,
8.1,Rel-18,R1-2407503,
8.6,Rel-18/19,R1-2400458,
9.2.1,Rel-19,R1-2408223,
9.4.2.1,3GPP Release 18,R1-2401977,
9.7.1,Release 19,R1-2406483,
9.5.2,Rel-18/19,RAN1#119-Schedule,
9.1.3.3,Rel-19,R1-2405034,
9.5.1,Rel-19,RAN1#119-Schedule,
9.11.3,NR Phase 3,R1-2400357,
9.8.2,Release 19,R1-2405885,
9.4.2.4,Rel-19,R1-2402016,
7,Rel-17/Rel-18,R1-240xxxx,
8.1,Rel-18,R1-2410148,
7.1,,R1-2402171,
9.5.2,Rel-19,R1-2405341,
9.4.1.2,Rel-19,R1-2405431,
9.8.2,3GPP Release 18,R1-2405443,
9.1.4.1,Rel-18,R1-2404091,
9.3.3,Rel-19,R1-2409798,
2,Release 18 and 19,R1-2407585,
9.2.2,Rel-19,R1-2409460,
Obj.3,Release 19,R1-2410078,
9.7.1,Rel-19,R1-2408762,
CR-0604,Rel-18,R1-2401890,
R19 Duplex,Release 19,RAN1#118bis_Schedule,
9.2.3,Rel-19,RAN1_Meeting_Notes,
9.3.2,3GPP Release 18+,R1-2408826,
9.10.1,Rel-18,R1-2402119,
8.5.2,Rel-18,R1-2403433,
9.5.1,Rel-19,R1-2406608,
9.1.3.1,Rel-18,R1-2407021,
9.2.3,Rel-19,R1-2402498,
5,Not specified,R1-2402197,
5,R19,R1-2406321,
9.11.2,Rel-19,R1-2407744,
8.2,Release 18,R1-2401165,
8.11,Rel-18,R1-2401614,
9.1.1,Rel-19,R1-2408158,
9.7.1,Rel-19,R1-2410338,
,Rel-18,R1-2406165,
5,3GPP,R1-2409723,
9.4.1.1,Release 19,R1-2404793,
9.7.1,Rel-18,R1-2406896,
7,Rel-16 URLLC,R1-2410604,
9.5.3,Rel-19,R1-2408857,
9.5.1,Rel-19,R1-2405201,
9.5.1,Unknown,R1-2405894,
9.2.3,Rel-19,R1-2408740,
9.3.1,Release 18,R1-2404007,
9.7.1,Release 19,R1-2403916,
9.11.1,Rel-19,R1-2405891,
9.6.2,Release 18,R1-2406223,
9.8.1,Release 18,R1-2402620,
9.5.3,Release 19,R1-2402543,
9.2.3,Rel-19 NR MIMO Phase 5,R1-2401578,
9.6.2,3GPP,R1-2402575,
9.6.1,NR,R1-2406881,
