agenda_id,doc_id,page_range
9.1.3.3,R1-2406641,
9.4.2.3,R1-2403092,
9.5.1,R1-2410779,
9.2.4,R1-2409891,
9.1.1,R1-2405975,Entire Document
5,R1-2403322,
7,R1-2403745,7/9
9.4.2.3,R1-2402246,
9.2.4,R1-2407856,
9.2.1,R1-2403088,
9.8.2,R1-2402091,
8.10,R1-2401540,
9.7.1,R1-2406067,
9.11.4,R1-2404135,Page 3
NR_FR1_lessthan_5MHz_BW,R4-2403852,1-2
9.7.1,R1-2403159,Entire document
NR_MBS-Core,R1-2400289,
9.5.1,R1-2410394,
8.3,R1-2403171,
4.5,R1-2405025,
9.1.3.3,R1-2404908,1-5
9.7.2,R1-2400760,Entire document
9.2.1,R1-2408083,
9.2.4,R1-2406282,1-4
9.3.3,R1-2401442,1-13
9.2.1,R1-2410053,
9.4.1.2,R1-2401976,
8.4,R1-2403045,
9.3.3,R1-2404281,
9.2.3,R1-2402560,Full document
NR_MIMO_evo_DL_UL-Core,R1-2409920,
9.2.3,R1-2401579,
9.4.2.3,R1-2404964,
9.2.4,R1-2404658,
5.2.3,38.214 CR 0524,Clause 5.2.3
9.2.2,R1-2407898,Entire document
8.5.3,R1-2402365,Entire document
9.11.2,R1-2402935,
9.4.2.3,R1-2400091,
9.4.2.1,R1-2400246,
9.2.3,R1-2407680,
5,R1-2407642,
8.11,R1-2401097,4/4
9.4.2.2,R1-2407735,
TEI-18,R1-2405725,
8.4,R1-2403438,
NR_SmallData_INACTIVE-Core,R1-2405709,
9.6.3,R1-2405471,entire document
9.5.1,R1-2410780,
NR_NTN_solutions-Core,R1-2407524,
9.3.3,R1-2407355,
8.4,R1-2403325,
9.2.3,R1-2405889,
9.4.2.1,R1-2408048,All
9.5.1,R1-2404624,
9.7.1,R1-2408762,1-23
9.8,R1-2409340,
9.10.1,R1-2400070,
9.11.1,R1-2409614,Page 8
9.1.3,R1-2409987,Entire document
8.1,R1-2405066,
9.2.1,R1-2405875,1-4
Rel-16 2-Step RACH,R1-24xxxxx,
9.8.1,RAN1#119 Online Session Schedule,
7,R1-2407514,
9.5.2,R1-2404820,
9.6.2,R1-2410037,Entire document
9.5.1,R1-2410550,
9.2.1,R1-2408562,
9.6.1,RAN1#119-SCHEDULE,Friday PM Session
R19 NTN,RAN1#118bis Schedule,
9.6.3,R1-2404707,Entire Document
5,R1-2404953,
9.3.1,R1-2402663,Entire Document
9.1.4.2,R1-2410778,
9.4.2.3,R1-2406188,Entire document
9.7.1,R1-2400866,Entire Document
5,R1-2403899,
9.7.2,R1-2402132,
9.4.1.1,R1-2407904,Entire document
9.11.3,R1-2202594,
9.7.2,R1-2409718,
9.2.1,R1-2404550,
9.6.3,R1-2406424,
9.6.3,R1-2409425,Entire document
9.6.1,R1-2410646,1-16
9.1.3.3,R1-2406542,
9.3.3,R1-2403019,
8.8,R1-2401095,
8.4,R1-2403464,
9.6.2,R1-2405920,
9.7.2,R1-2400882,
9.7.2,R1-2400649,
8.1,R1-2405622,
8.1,R1-2407054,
9.1.1,R1-2405963,
9.6.2,R1-2408918,entire document
9.1.2,R1-2406638,1-29
9.6.1,R1-2409444,
9.8,RAN1#119 Chair's Notes,
9.1.2,R1-2409852,
RAN1-117,R1-2410922,
9.5.3,R1-2405086,
,R1-2403166,
9.1.3.1,R1-2409751,
8.3,R1-2402032,
9.1.3.2,R1-2402026,
9.2.3,R1-2404451,
Rel-19 WI: Evolution of NR Duplex Operation,R1-2408588,
9.2.2,R1-2408395,
9.3.2,R1-2402818,
9.5.1,R1-2403063,Entire document
9.3.2,R1-2402879,Entire document
9.9.1,R1-2408090,1-13
9.2.1,R1-2401436,
9.1.3.1,R1-2404584,Entire Document
9.4.2.4,R1-2406843,
FS_NR_duplex_evo,R4-2413513,
5,R1-2405971,
9.6.3,R1-2401698,Entire document
9.3.1,R1-2406059,Entire document
8.12.2,R1-2401511,
9.2.1,R1-2401112,
9.2.2,R1-2404004,
9.4.1.2,R1-2402827,
9.8.2,R1-2403086,
9.11.1,R1-2405090,
9.11.4,R1-2409981,1-6
8.2.1,R1-2407161,1-4
9.7.1,R1-2406867,
9.5.3,R1-2408475,
9.4.2.4,R1-2402739,
9.4.1.1,R1-2400435,
9.5.1,R1-2408830,
8.3,R1-2401351,Entire Document
8.1,R1-2410542,
NR_pos_enh2-Core,R2-2407853,1-2
9.12.1,R1-2409164,
8.1,R1-2404680,
5.1,R1-2406328,1-5
9.11.1,CR-Form.zip,
9.11.1,R1-2404694,
9.1.2,R1-2401154,
9.1.3,R1-2408775,
8.1,R1-2407845,
9.5.2,R1-2402517,
9.1.3.1,R1-2404653,
9.2.1,R1-2403068,Entire document
9.2.2,R1-2406645,
5,R1-2404788,
9.8,R1-2407585,
8.2,R1-2400988,
9.1.3.3,R1-2400514,
9.4.2.2,R1-2409759,Entire Document
8.11,R1-2401423,
8.1,R1-2410464,1-13
9.2.2,R1-2408200,
9.3.1,R1-2409508,
9.4.1.1,R1-2407968,Entire document
9.3.3,R1-2407062,
NR_pos_enh2-Core,R1-2402744,
8.3,R1-2400310,
9.2.4,R1-2402499,entire document
9.2.2,R1-2406522,1-4
9.4.2.3,R1-2403043,
9.6.1,R1-2403453,entire document
9.3.2,R1-2404058,
5,R1-2406220,
9.8.2,R1-2410769,
9.10.1,R1-2406899,1-9
9.4.2.3,R1-2400613,Entire Document
9.6.3,R1-2400497,Entire Document
9.1.3.2,R1-2401037,Entire document
9.4.1.1,R1-2410827,2/9
9.1.3.2,R1-24xxxxx,
9.8.1,R1-2408270,
7,R1-2404072,
9.4.2.2,R1-2404519,
9.2.3,R1-2409379,
9.8.2,R1-2408089,
9.5.3,R1-2403275,
9.5.3,R1-2403691,
9.4.2.2,R1-2408434,1-7
9.2.2,R1-2408637,1-34
9.8.2,R1-2403718,1-29
8.12.4,R1-2401427,
9.4.1.1,R1-2402328,Entire document
9.7.1,R1-2400504,
9.6.1,R1-2401317,Entire document
8.1,R1-2409233,1-14
NR_mob_enh2-Core,38.213 CR 0634,
6.3.1.1.2,R1-2400477,"Table 6.3.1.1.2-6, Table 6.3.1.1.2-6A"
NR_cov_enh-Core,R1-2401372,
9.6.1,R1-2407492,Entire document
NR_SL_enh2-Core,R1-2402438,N/A
9.10.1,R1-2404566,all
9.2.3,R1-2407004,
9.7.2,R1-2410321,
9.1.3,R1-2401430,
9.7.2,R1-2408387,Entire document
9.3.2,R1-2400558,
9.2.3,R1-2402179,
RAN2_125_Agenda1,R2-2401722,
9.1.4.1,R1-2406910,1-3
9.4.1.1,R1-2403858,Entire document
9.1.4.2,R1-2409399,
9.2.1,R1-2405887,entire document
9.4.2.4,R1-2404120,
,R1-2401412,
9.2.2,R1-2409589,
9.2.2,R1-2403109,
8.4,R1-2403339,
9.11.1,R1-2410584,
8.12.3,R1-2401352,
9.1.1,R1-2408704,
9.1.3.3,R1-2405212,
9.7.2,R1-2402608,
9.11.4,R1-2409834,
9.2.2,R1-2402875,
8.4,R1-2403440,Entire document
8.5.2,R1-2402646,1-5
9.1.3.1,R1-2404603,
7,R1-2405590,
9.1.2,R1-2400377,
1,RAN1#119_Schedule,
9.8.2,R1-2405546,
5,R1-2402197,
8.1.4,R1-2404844,
9.7.2,R1-2402479,Page 1
9.2.2,R1-2400624,Entire document
9.4.2.3,R1-2404504,
8.1,R1-24xxxxx,Entire Document
8.1,R1-2401632,
,R1-2405132,
9.1.4.1,R1-2407895,Entire document
9.1.3.3,R1-2402757,
9.4.2.4,R1-2407544,1-44
9.3.1,R1-2410474,
9.11.4,R1-2408529,
NR_pos_enh2,R1-2405598,
5,R1-2404247,
,R1-2405328,
9.5.3,R1-2401856,Entire document
8.1,R1-2410612,
9.3.3,R1-2404049,
8.1,R1-2405359,
9.2.1,R1-2404970,
9.3.1,R1-2410191,
9.4.2.3,R1-2410094,Full document
9.2.2,R1-2405239,
9.6.3,R1-2407516,
9.7.1,R1-2409836,
9.6.2,R1-2410232,
8.12.5,R1-2401305,
9.3.1,R1-2401652,
9.1.1,R1-2407064,
9.1.3.3,R1-2404388,Entire Document
5,R1-2404209,
9.2.4,R1-2405347,Entire Document
9.1.3.1,R1-2403481,
9.2.4,R1-2402662,
8.2,R1-2400711,
9.1.3.1,R1-2405015,
8.1,R1-2403428,Entire document
9.4.1.2,R1-2409358,Entire document
9.1.3,R1-2409995,1
9.2.2,R1-2408458,Full document
,R2-2407591,
8.12.2,R1-2401102,
9.3.3,R1-2405935,
9.1.1,R1-2408887,Entire document
9.4.2.4,R1-2404289,
9.4.2.3,R1-2403198,Entire document
9.1.2.1,R1-2401603,
9.2.3,R1-2409372,
9.1.3.2,R1-2402455,
9.1.2,R1-2401887,
9.3.2,R1-2408115,
9.5.1,R1-2402571,
5,R1-2408226,
9.8.2,R1-2403963,
9.1.1,R1-2405944,
9.3.3,R1-2404499,Entire document
9.7.1,R1-2409846,
9.6.1,R1-2406480,
9.6.2,R1-2408481,Entire document
9.2.2,R1-2400279,
9.3.2,R1-2404661,
9.10.1,R1-2408091,
8.2.2,R1-2404164,
9.1.1,R1-2402491,1-19
9.11.4,R1-2408581,entire document
8.1,R1-2404351,1-22
9.11.1,R1-2404441,
8.1,R1-2404158,
9.1.3.2,R1-2406871,
7.1,R1-2403098,1-4
8.12.2,R1-2400584,1/9 - 8/9
9.4.2.3,R1-2407864,Entire document
9.6.1,R1-2400904,Entire document
9.4.1.2,R1-2406933,1-9
8.2.2,R1-2404383,
9.11.2,R1-2404042,Entire document
7.4.3.1,R1-2400894,95
9.4.1.1,R1-2402383,Entire document
9.2.2,R1-2409587,Entire Document
5,R1-2401163,
9.5.2,R1-2406191,1-16
9.11.3,R1-2404392,entire document
9.5.1,R1-2403507,
NR_MIMO_evo_DL_UL-Core,R1-2409196,
9.7.2,R1-2406066,
9.2.4,R1-2402288,
9.11.5,R1-2409038,
9.5.3,R1-2406973,
7,R1-2405560,
9.11.4,R1-2410365,
9.4.2.2,R1-2402615,
9.10.1,R1-2400498,
9.2.4,R1-2407190,Entire document
9.5.2,R1-2401124,
8.7,R1-2401651,
9.4.2.2,R1-2409057,
5,R1-2402353,
9.6.1,R1-2402906,
3,R1-2409341,
9.11.4,R1-2404864,1-8
9.1.3,R1-2409146,
9.4.2.1,R1-2404179,
7,R1-2403764,
9.3.1,R1-2401980,Entire document
9.1.3.3,R1-2401479,
9.3.3,R1-2407353,
9.1.2,R1-2401476,
R1-2404980,R1-2404980,
8.12.2,R1-2400227,
9.4.1.1,R1-2407087,
9.5.3,R1-2402830,entire document
7,R1-2405596,
9.4.2.4,R1-2407128,1-16
5,R1-2410069,
9.2.2,R1-2405936,
9.8.2,R1-2405170,
9.3.1,R1-2409937,Entire document
9.3.1,R1-2410692,
21,R1-2408625,
9.5.1,R1-2406292,Entire document
9.5.3,R1-2405107,1-4
NR_BWP_wor-Core,R1-2401743,
null,R1-2404353,
8.1,R1-2405724,Entire document
9.11.1,R1-2403989,
9.8.2,R1-2403718,
9.6.2,R1-2401348,
9.9.1,R1-2409612,
9.5.1,R1-2410441,
9.8.1,R1-2407106,
9.1.3.3,R1-2402057,Entire document
7,R1-2402864,
8.4,R1-2403655,
9.6.1,R1-2410925,
9.4.1.1,R1-2402946,1-3
NR_FeMIMO-Core,R1-2405515,
9.5.1,R1-2409110,
9.7.1,R1-2400341,Entire Document
9.2.4,R1-2408202,
7,R1-2407553,
9.4.2.3,R1-2404937,
8.12.4,R1-2400718,
5,R1-2410284,
8.1,R1-2407398,Entire document
9.1.3.2,R1-2400150,Entire Document
NR_pos_enh2,R1-2403830,
9.6.1,R1-240xxxx,Entire document
9.3.1,R1-2405280,
9.2.3,R1-2402081,entire document
NR_NTN_Ph3-Core,R1-2408141,
8.2,R1-2400000,
9.4.2.1,R1-2406892,
9.1.4.1,R1-2409261,Full Document
9.2.2,R1-2404923,
8.4,R1-2402434,
9.3.1,R1-2402239,Entire document
9.11.4,R1-2408735,1-4
9.2.1,R1-2401625,
9.3.2,R1-2409893,
9.1.2,R1-2404659,
9.4.2.1,R1-2402512,Entire document
116bis,R1-2403809,
8.2.1,R1-2407417,- 95/103 -
9.1.1.2,R1-2401271,entire document
9.1.3.3,R1-2406058,
9.6.2,R1-2408056,
9.2.4,R1-2407815,
9.1.3.3,R1-2404055,
7,R1-2408085,
9.1.1,R1-2406416,
9.1.3.2,R1-2403076,
8.1,R1-2410834,
9.4.2.2,R1-2403061,
9.10.1,R1-2409613,
7.1,R1-2401686,
9.6.3,R1-2409265,1-27
7.1,R1-2401793,
9.5.3,R1-2410362,
9.4.2.3,R1-2408703,
8.1,R1-2409053,
NR_Mob_enh2-core,R1-2404343,
9.5.1,R1-2407332,Entire document
5.3.1,R1-2404731,
9.7.2,R1-2402980,
7.1,R1-2401411,1/13
9.3.3,R1-2404774,1-7
9.7.2,R1-2410648,1-23
9.5.3,R1-2402336,
8.8,R1-2401323,Entire document
9.7.1,R1-2404875,
9.1.3.2,R1-2400379,1/12
9.2.4,R1-2403849,
8.6,R1-2401221,
9.4.2.1,R1-2407249,
8.2,R1-2400457,1-15
9.4.1.1,R1-2410388,
9.2.1,R1-2404239,Entire document
9.10.1,R1-2405665,1-15
NR_mob_enh2-Core,R1-2403711,Entire document
9.11.3,R1-2403140,4/4
9.4.2.2,R1-2404963,
NR_2step_RACH,R1-2402411,
NR_pos_enh2-Core,R1-2401905,
8.12.5,R1-2401428,
9.5.2,R1-2405812,
9.2.3,R1-2402723,
5,R1-2402731,
9.3.1,R1-2408551,
9.9.1,R1-2410017,1-9
9.2.4,R1-2402238,Entire document
9.3.1,R1-2404317,
9.1.3.2,R1-240xxxx,entire document
9.11.3,R1-2403213,
9.1.1,R1-2401171,
9.4.2.3,R1-2405274,
9.4.2.1,R1-2409418,
5,R1-2400975,Full document
16.4A,R1-2404372,
9.5.3,R1-2410396,1-5
9.1.1,R1-2409855,
8.11,R1-2401097,
FS_NR_AIML_air,R1-241xxxx,1-8
5,R1-2408331,Entire document
9.11.4,R1-2408324,
9.7.1,R1-2409766,
7,R1-24xxxxx,
9.2.4,R1-2402794,1-11
9.1.3.3,R1-2403014,
9.4.1.2,R1-2410710,Entire document
9.4.2.2,R1-2405853,1-34
9.1.2,R1-2409669,
9.11.3,R1-2402534,
9.11.1,R1-2402259,
8.1,R1-2404716,
9.4.2.4,R1-2408989,
8.1,R1-2405451,
9.2.1,R1-2400321,
NR_Mob_enh2-Core,R1-2402821,1-3
9.3.3,R1-2402167,
9.4.2.1,R1-2404502,
8.1,R1-2407444,
9.11.2,R1-2405058,11-12
9.3.3,R1-2409176,Entire document
9.11.1,R1-2408310,
9.2.4,R1-2408845,
NR_NTN_solutions-Core,R1-2407525,
9.6.1,R1-2403879,
9.4.1.2,R1-2401976,Entire document
9.5.3,R1-2402405,Entire document
9.3.2,R1-2403437,
9.6.3,R1-2406883,Full Document
9.11.2,R1-2410807,1-25
7,R1-2403599,Entire document
9.7.1,R1-2408797,
9.8.1,R1-2409003,
9.11.1,R1-2401299,
9.5.3,R1-2405179,
9.5.3,R1-2408574,entire document
TEI18,R1-2405703,1-3
9.11.2,R1-2408136,
9.5.1,R1-2405201,
9.3.1,R1-2401654,1-46
9.6.3,R1-2404629,
9.8.1,R1-2408195,Entire document
9.2.4,R1-2407027,
9.1.3.1,R1-2405491,
9.1.3.1,R1-2403483,Entire document
9.3.2,R1-2408899,
9.5.1,R1-2400369,1/12
9.3.2,R1-2401012,3-8
,R1-2410542,
8.2,R1-240xxxx,N/A
9.7.2,R1-2403207,
9.9.1,R1-2408865,
NR_LPWUS,R1-2410908,1-3
9.2.3,R1-2404972,
9.6.3,R1-2405721,Entire document
9.5.2,R1-2404561,1-14
9.10.1,R1-2400868,
9.5.3,R1-2404295,
9.1.4.2,RAN1#118bis,
8.12.2,R1-2401803,21/76 - 76/76
9.3.1,R1-2410086,
5,R1-2404010,
9.4.2.1,R1-2408875,
9.8.1,R1-2403996,
8.4.4,R1-2402440,
9.6.2,R1-2408655,
9.4.1.2,R1-2405939,1-5
9.5.2,R1-2404033,Entire Document
N/A,R1-2404084,
9.2.4,R1-2400510,Entire document
8.12.2,R1-2400131,
5,R1-2404354,
7,R1-2404065,
9.6.1,R1-2407136,
9.11.4,R1-2408555,Entire document
7,R1-2410604,
9.1.3.3,R1-2401225,
,R1-2407396,
9.5.3,R1-2407278,
9.11.1,R1-2409434,1-34
9.2.4,R1-2409769,
NR_newRAT-Core,R1-2402202,
8.2,R1-2409041,3/8
9.4.2.2,R1-2402014,Entire document
NR_MIMO_evo_DL_UL-Core,R1-2405861,Entire document
9.4.1.2,R1-2409068,Full Document
9.4.2.4,R1-2404778,
9.5.2,R1-2400120,Entire document
NR_MBS-Core,R1-2401816,
9.11.4,R1-2404442,
9.4.2.3,R1-2410167,
9.4.1.1,R1-2406602,Entire Document
9.5.1,R1-2407738,
9.11.1,R1-2406275,1-13
9.4.2.2,R1-2406605,
4,R1-2407585,
5,R1-2405136,
9.1.2,R1-2402024,
9.7,R1-2410846,Entire Document
9.11.4,R1-2406278,1-7
,R1-2407390,
9.2.1,R1-2407961,all
9.4.2.3,R1-2410127,
0584,R1-2405705,
8.1,R1-2410823,
9.5.1,R1-2409544,
9.11.2,R1-2400260,
9.1.3.2,R1-2405237,
9.5.2,R1-2403302,Entire document
5,R1-2410283,
NR_IIOT_URLLC_enh,R1-2402202,
9.8.1,R1-2405588,Entire Document
9.4.2.2,R1-2401066,
9.1.3.2,R1-2403100,
9.2.1,R1-2402138,Entire document
,36.213,
5,R1-2400152,
9.2.3,R1-2408844,
9.1.3,R1-2410248,
9.3.2,R1-2410141,1-4
9.6.3,R1-2409691,
9.8.2,R1-2402619,
7,R1-2407411,1-6
5,R1-2410106,
9.11.3,R1-2410555,
9.11.2,R1-2409727,
9.1.2,R1-2403233,
9.5.1,R1-2402111,entire document
9.5.2,R1-2407793,
8.1.4A,R1-2407410,1-3
9.3.2,R1-2408783,
9.3.3,R1-2409376,Entire document
9.7,R1-2404631,Entire Document
NR_FR1_lessthan_5MHz_BW-Core,R1-2405129,1-2
9.4.2.2,R1-2400489,
9.11.2,R1-2407585,
9.12,R1-2408261,
7,R1-2410121,
,R1-2408914,
FS_AIML_CN,R1-2403988,
5.1.6.5.2,R1-2407260,
5,R1-2405302,1-4
9.3.1,R1-2410545,entire document
9.3.1,R1-2403162,
9.1.1,R1-2400232,
9.9.1,R1-2408203,Entire document
8.3,R1-2400708,Entire document
9.1.2,R1-2408267,
9.11.5,R1-2409440,
9.4.2.2,R1-2410063,
9.4.2.1,R1-2406091,
NR_feMIMO-Core,R1-2401841,
NR_MIMO_evo_DL_UL-Core,R1-2407457,
9.1.1,R1-2403570,1-28
9.4.2.3,R1-2406581,Entire document
8.1,R1-2410771,
9.2.2,R1-2400205,
9.7.1,R1-2408534,Entire Document
9.6.1,R1-2409534,Entire document
9.3.1,R1-2401011,
9.5.2,R1-2407712,1-5
9.1.2,R1-2402997,
8.1,R1-2410727,
TR38.843 Cases 2b/3b,R1-2404909,
9.4.2.1,R1-2402468,
9.3.2,RAN1#119-Schedule,
9.3.2,R1-2409797,
5,R1-2410077,1-7
9.11.3,R1-2405550,
9.6.3,RAN1#118bis Schedule,
5,R1-2404143,
5,R1-2409341,
9.2.4,R1-2403016,
9.3.3,R1-2406472,
9.2.2,R1-2406468,Entire document
9.2.2,R1-2409460,
9.11.2,R1-2407307,Entire document
9.6.1,R1-2400123,1-12
9.5.1,R1-2401020,
8.10,R1-2401498,Entire document
9.2.4,R1-2400324,Entire document
9.1.1,R1-2401134,
9.11.1,R1-2410495,
9.5.1,R1-2410483,
8.1,R1-2407232,Entire document
8.1,R1-2402087,
9.1.1,R1-2403182,
9.1.3.3,R1-2400780,
9.2.2,R1-2406311,1-11
9.2.3,R1-2402323,
NR_SL_enh2-Core,R1-2404149,
8.2,R1-2400199,
9.5.1,R1-2404407,
8.4,R1-2403450,Entire Document
9.2.4,R1-2407191,
9.7.2,R1-2406484,
9.7.2,R1-2408524,Full Document
9.6.1,R1-2406498,
9.3.3,R1-2405849,
9.9,R1-2409340,
9.1.2,R1-2408385,
38.214,R1-2405767,
8.8,R1-2400223,
9.1.4.2,R1-2409168,
8.1,R1-2405022,
8.1,R1-2408174,
6.0,R1-2403820,
9.7.2,R1-2401347,
8.2.1,R1-2404163,
FG 40-7-1g-2,R1-2409045,
9.3.3,R1-2402689,
NR_newRAT-Core,R1-2409329,
9.11.3,R1-2409529,Entire document
7.2,R1-2401725,
9.4.1.2,R1-2407861,
9.5.1,R1-2402832,
7,R1-2404479,
9.1.1,R1-2406172,Entire document
NR_redcap,R1-2401911,
9.11.3,R1-2410304,
7.2,R1-2401667,
Unknown,CR-Form-v12.2,
9.1.3.2,R1-2406789,
9.6.3,R1-2400672,1
9.3.3,R1-2407030,
9.11.3,R1-2408869,
9.6.3,R1-2404001,
9.5.2,R1-2407057,Entire document
5,R1-2408185,
9.10.1,R1-2403129,
8.1,R1-2403219,
9.1.2,R1-2410049,
9.1.3.2,R1-2402872,
8.12.4,R1-2400298,1-5
8.12.1,R1-2401424,3/226
9.8.1,R1-2408283,
9.4.2.4,R1-2401261,
9.6.1,R1-2400338,
NR_pos_enh2-Core,R1-2410144,entire document
R18 Preamble Repetition,R1-2409262,
9.10.1,R1-2410239,
9.2.2,R1-2403365,Entire document
Rel-16 URLLC,R1-24xxxxx,
9.10.1,R1-2406862,
NR_eMIMO-Core,R1-2405616,
9.1.2,R1-2402145,1-12
8.1,R1-2405694,
NR_FeMIMO-Core,R1-2404080,
9.2.1,R1-2404019,Entire document
9.12.1,R1-2408669,
9.2.2,R1-2402127,
16.3.0,R1-2403225,11-12
NR_MC_enh-Core,R1-2406989,1-5
9.1.2,R1-2409582,
9.5.2,R1-2405049,1-5
9.6.2,R1-2407506,1-23
9.1.3.3,R1-2401571,Entire document
10.1,R1-2404928,
9.1.3.2,R1-2402789,
9.4.2.3,R1-2405080,
9.1.2,R1-2407076,
NR_FeMIMO-Core,R1-2409268,
8.12.4,R1-2401141,
9.5.3,RAN1#119_Schedule,
9.1.3.3,R1-2402280,
FS_AIML_CN,R1-2405578,1-2
9.13,R1-2408958,
9.5.1,R1-2402248,
9.8.1,R1-2408010,
9.3.3,R1-2403513,1-32
9.8.1,R1-2402620,Entire Document
7,R1-2410770,
9.5.2,R1-2404122,
9.11.2,R1-2406131,
9.4.2.1,R1-2401328,
9.10.1,R1-2400820,
7.2,R1-2400285,
9.5.1,R1-2404183,Entire document
9.1.3.3,R1-2406964,
9.4.2.1,R1-2402769,
9.7.2,R1-2404636,
9.4.2.4,R1-2402515,
8.12.4,R1-2400537,Entire Document
9.1.1,R1-2406269,
9.1.3,R1-2407850,
9.1.3.1,R1-2402998,
,R1-2408510,
9.1.4.1,R1-2408363,1-12
9.2.4,R1-2402635,
9.10.1,R1-2405886,all
9.4.2.3,R1-2404777,
9.6,R1-2407585,
9.5.3,R1-2401821,Entire document
9.6.2,R1-2406855,Entire document
9.5.1,R1-2402472,Entire document
7,R1-2403753,
TP#1,R1-2401913,
NR_pos_enh2,R1-2407387,
9.10.1,R1-2407720,
7.2,R1-2401566,
9.1.3,R1-2400501,Entire document
5,R1-2408003,
9.3.3,R1-2408144,Entire Document
38.215,R1-2402133,
9.4.2.2,R1-2407107,Entire document
9.5.1,R1-2405723,all
7,R1-2403316,
9.11.2,R1-2410527,
9.1.2,R1-2404650,Entire document
8.1.4,R1-2404834,
8.1,R1-2403562,
9.9.1,R1-2409648,
9.6.3,R1-2400446,
7,R1-2409624,
9.5.3,R1-2405959,Entire document
8.5,R1-2403747,9/9
9.4.1.2,R1-2408465,
8.12.3,R1-2401074,
9.2.3,R1-2410383,
NR_BWP_wor-Core,R1-2401742,
9.2.2,R1-2409588,
8.2.2,R1-2407502,
9.11.2,R1-2406276,
9.11.1,R1-2406949,1-12
9.8.2,R1-2410656,1-7
9.11.3,R1-2401080,
9.4.2.2,R1-2400460,
9.2.1,R1-2401226,Entire document
9.11.4,R1-2406556,
9.8.1,R1-2404191,entire document
8.5.2,R1-2403698,21/23
9.11.5,R1-2409531,1-6
9.2.4,R1-2408891,
8.2.1,R1-2404841,
9,R1-2404954,Clause 9 modifications
9.5.1,R1-2402690,
9.4.2.4,R1-2406291,
9.4.2.2,R1-2403843,
9.4.2.4,R1-2401855,all
9.5.3,R1-2406712,
8.1,R1-2409220,
9.6.3,R1-2400571,1-6
9.2.3,R1-2401077,1-17
9.10.1,R1-2409306,
9.11.4,R1-2402123,Entire document
9.5.3,R1-2406582,
9.6.3,R1-2402001,
9.5.1,R1-2400525,
9.2.2,R1-2402406,
9.3.3,R1-2406136,
9.6.2,R1-2400570,Entire Document
9.4.1.2,R1-2409066,
9.5.2,R1-2408808,
9.11.4,R1-2405928,
9.5.3,R1-2402151,
9.4.2.1,R1-2410591,
9.7.1,R1-2406664,
9.4.2.1,R1-2404028,Entire document
9.11,R1-2407482,Entire document
8.1,R1-2409233,
6.1.1.2,38.214 CR DRAFT rev,
9.5.2,R1-2410484,
9.2.2,R1-2404668,
9.11.1,R1-2409726,1-15
9.6.3,R1-2407104,1-6
9.11.4,R1-2404217,
9.4.2.4,R1-2404461,
NR_MIMO_evo_DL_UL-Core,R1-2409326,
9.8.2,R1-2402481,
7.1.1,R1-2408179,
NR_pos_enh2-Core,R1-2401708,
9.1.4.2,R1-2410775,
9.5.1,R1-2400250,
9.9.1,R1-2406769,
9.11.2,R1-2406901,
9.4,R1-2409204,
9.5.3,R1-2403252,
9.2.1,R1-2410538,
9.3.3,R1-2407086,
9.3.1,RAN1#118bis_Schedule,
8.1,R1-2402274,Entire document
9.5.3,R1-2402250,
9.6.1,R1-2410397,Entire document
7,R1-2410688,
9.4.2.4,R1-2408469,
9.2.1,R1-2402098,
9.6.2,R1-2402000,Entire document
6.2.1,R1-2409302,
7.1,R1-2400283,entire document
9.2.1,R1-2410540,
9.3.1,R1-2402687,Entire document
9.5.2,R1-2407103,
9.7.2,R1-2406945,
8.1,R1-2404052,
NR_L1enh_URLLC-Core,R1-2403802,
9.5.3,R1-2402573,Entire Document
9.4.1.1,R1-2407326,Entire document
NR_pos_enh2,R1-2410068,Entire document
9.11.5,R1-2408400,Entire document
NR_MIMO_evo_DL_UL-Core,R1-2405755,
9.2.2,R1-2408231,
9.6.3,R1-2405166,
9.3.2,R1-2402911,
9.3.2,R1-2406836,
7,R1-2409184,1-5
9.1.5,R1-2408448,
9.1.3.2,R1-2401110,1-4
9.4.2.1,R1-2408272,
9.5.2,R1-2408591,
9.8,R1-2401935,
9.3.2,R1-2406569,Entire document
9.5.3,R1-2405631,
RAN2-127-PowerControl,R2-2407655,
9.2.3,R1-2402085,Entire document
9.1.1,R1-2400793,
,R1-2404350,
9.5.1,R1-2405993,Entire document
9.6.1,R1-2407040,
9.5.1,R1-2406507,Entire document
9.10.1,R1-2402836,
9.1.3.3,R1-2404529,
9.3.1,R1-2402380,Entire document
9.4.1.1,R1-2401874,1-24
9.4.2.1,R1-2401230,1-6
Question 15 (R1-2409113),R1-2410621,
9.7.2,R1-2402682,Full Document
9.6.1,R1-2402539,
9.4.2.3,R1-2404030,Entire Document
9.1.3.1,R1-2400693,
R1-2401404,3GPP TR 38.769 V0.0.1 (2024-02),
5,R1-2408063,
8.12.3,R1-2400375,
4,RAN1#119 Chair's Notes,
9.1.3.1,R1-2405221,Clause 9.1.3.1
9.4.1.1,R1-2403885,
5,R1-2400698,
Agenda 1,R4-2403363,
9.6.1,R1-2408074,1-24
6.1.1.1,R1-2405476,1/2
9.9.1,R1-2409422,
7.3.1.3.4,R1-2401659,
9.3.2,R1-2409910,1-10
9.3.3,R1-2409874,Entire document
5,R1-2408181,
8.5.3,R1-2404824,1-3
9.3.1,R1-2405259,
