contributor_name,doc_id,contribution_type
TCL,R1-2401983,Source
LG Electronics,R1-2401587,Moderator Summary
Fujitsu,R1-2408504,Discussion and decision
CMCC,R1-2400342,Technical Contribution
Huawei,R1-2410929,TR editor
vivo,R1-2400221,Discussion and Decision
Huawei,R1-2406985,Source to WG
Xiaomi,R1-2407979,Discussion
CMCC,R1-2405014,Change Request
ZTE Corporation,R1-2406042,CR Proposal
"NTT DOCOMO, INC.",R1-2405567,Moderator
Nokia,R1-2403426,Proposal
Huawei,R1-2406997,CR Source
Nokia Shanghai Bell,R1-2400793,Discussion and Decision
China Telecom,R1-2409994,Discussion Document
Xiaomi,R1-2404634,Moderator
vivo,R1-2400261,Discussion and Decision
CMCC,R1-2407900,Discussion document
CATT,R1-2404380,CR Proposal
Qualcomm Incorporated,R1-2410478,Technical Contribution
ZTE,R1-2402067,Discussion and Decision
Tejas Networks Ltd,R1-2400179,Discussion and decision
"Huawei, HiSilicon",R1-2409423,Source
Spreadtrum,R1-2400042,CR Proposal
"Nokia, Nokia Shanghai Bell",R1-2405264,Source
Qualcomm Incorporated,R1-2410463,Technical discussion and proposal
China Telecom,R1-2407465,Technical contribution
ZTE,R1-2410651,Technical Proposal
Sony,R1-2408422,Technical Analysis
NTPU,R1-2401476,Discussion/Decision Proposal
ITL,R1-2407119,Submission
Spreadtrum Communications,R1-2404021,Technical contribution
Ericsson,R1-2404524,Technical Contribution
Spreadtrum Communications,R1-2404024,Discussion and decision
Indian Institute of Technology Madras (IITM),R1-2410423,Discussion
CICTCI,R1-2400758,Contribution
NEC,R1-2406564,Change Request Proposal
Xiaomi,R1-2402666,Contribution
MediaTek,R1-2405506,Moderator
Apple,R1-2402866,Change Request
CMCC,R1-2400340,Discussion & Decision
"Huawei, HiSilicon",R1-2405613,Proposal 4
Spreadtrum Communications,R1-2404011,Source
CMCC,R1-2403662,Session Notes
Nokia,R1-2401839,Change Request
vivo,R1-2407876,Contribution
Continental Automotive,R1-2402706,Discussion and decision
Huawei,R1-2405393,CR Submission
Samsung,R1-2403600,Moderator
Qualcomm Incorporated,R1-2403173,Change Request Proposal
MediaTek,R1-2403527,Moderator Summary
Nokia,R1-2406324,Technical Analysis
Xiaomi,R2-2401643,Reply LS
ETRI,R1-2401226,Contribution
MediaTek Inc.,R1-2402799,Technical Contribution
Samsung,R1-2405759,Source
Ericsson,R1-2402988,CR Proposal
MediaTek Inc.,R1-2402947,Contribution
RAN1 Chair,R1-2407585,Chair Notes
HiSilicon,R1-2400119,Contribution
Nokia Shanghai Bell,R1-2404742,Discussion and Decision
Qualcomm Incorporated,R1-2403188,Technical Proposal
Samsung,R1-2405649,Technical Contribution
CATT,R1-2409932,Contribution
ZTE,R1-2407525,Moderator
Samsung,R1-2405614,Source
Sony,R1-2409192,Moderator
Tejas Networks,R1-2405961,Discussion
LG Electronics,R1-2400584,Source
3GPP RAN WG1,R1-2402400,Technical Contribution
xiaomi,R1-2402668,Source
HiSilicon,R1-2409315,Source to WG
NYU WIRELESS,R1-2405339,Contribution
Apple Inc.,R1-2406830,Technical Proposal
Sony,R1-2404500,Technical Contribution
Samsung,R1-2401659,CR Source
Samsung,R1-2404089,Source
Intel Corporation,R1-2402131,Source
CMCC,R1-2407897,Discussion Document
Apple,R1-2408440,Discussion/Decision
Qualcomm,R1-2407016,Change Request
Intel Corporation,R1-2403151,Reply LS
CICTCI,R1-2400408,Technical Proposal
Huawei,R1-2409417,Ultra low power device architectures for Ambient IoT
LG Electronics,R1-2403573,Contact/Reply Author
ZTE,R1-2401593,Moderator
Indian Institute of Technology Madras,R1-2407131,Discussion and Decision
Baicells,R1-2408309,Discussion and Decision
Apple,R1-2407555,Moderator Proposal
ZTE Corporation,R1-2410810,Co-proposer
CATT,R1-2404412,Source
Google,R1-2402277,Discussion/Decision
Google,R1-2407111,Discussion
Spreadtrum Communications,R1-2405729,Moderator
Apple,R1-2400988,Technical Proposal
ZTE Corporation,R1-2409383,Source
Fujitsu,R1-2407453,Moderator
Google,R1-2402278,Discussion/Decision
Intel Corporation,R1-2402146,Discussion and Decision
ZTE,R1-2403969,Source
Southeast University,R1-2403262,Contribution
ZTE,R1-2407470,Moderator
OPPO,R1-2406217,Change Request
CATT,R1-2401736,CR Source
vivo,R1-2402256,Discussion and Decision
Apple Inc.,R1-2405682,Moderator
HiSilicon,R1-2403351,Technical Contribution
MediaTek Inc.,R1-2401296,Discussion and Decision
LG Electronics,R1-2403119,Contribution
BUPT,R1-2403285,Source
CMCC,R1-2409502,Technical Contribution
Apple Inc.,R1-2404279,Contribution
"Huawei, HiSilicon",R1-2401485,Text Proposal #8
Nokia,R1-2401465,Technical Contribution
Intel Corporation,R1-2409736,Discussion and Decision
NEC,R1-2408208,Discussion/Decision Proposal
HiSilicon,R1-2403939,Discussion and Decision
ZTE,R1-2404210,Change Request
Charter Communications Inc.,R1-2403377,Technical Contribution
ZTE,R1-2400291,Technical Contribution
Nokia,R1-2401690,CR Submission
Intel Corporation,R1-2400373,Contribution
Qualcomm,R1-2407223,View supporting CR inclusion
Fujitsu,R1-2406313,Discussion
Xiaomi,R1-2402678,Discussion and Decision
OPPO,R1-2406215,Change Proposal
China Telecom,R1-2410007,Source
Nokia,R1-2404707,Technical Proposal
Huawei,R1-2409409,Technical Analysis
Nokia,R1-2403079,Discussion and Decision
Intel,R1-2401810,Technical contribution
TCL,R1-2410203,Discussion
Google,R1-2410165,Technical Discussion
CMCC,R1-2410842,Ad-hoc Chair
Qualcomm Incorporated,R1-2408868,Discussion/Decision
Sharp,R1-2404318,Contribution
Huawei,R1-2409419,Author
Futurewei,R1-2400093,Source
Qualcomm Incorporated,R1-2401659,CR Source
"InterDigital, Inc.",R1-2402842,Technical Contribution
Futurewei,R1-2402042,Technical Analysis
HiSilicon,R1-2403361,Contribution
Comba,R1-2405216,Technical Contribution
CMCC,R1-2402567,Technical Proposal
Samsung,R1-2407518,Source
OPPO,R1-2402295,Technical contribution
TCL,R1-240XXXX,Technical Contribution
Nokia,R1-2409362,Technical Analysis
Nokia,R1-2406996,Technical contribution
Panasonic,R1-2410247,Discussion/Decision Document
Samsung,R1-2406660,Technical contribution
CEWiT,R1-2410573,Discussion
Sony,R1-2400867,Source
Meta,R1-2408535,Source/Technical Contribution
Ericsson,R1-2405828,Technical Analysis
Nokia,R1-2409333,Change Request
"NTT DOCOMO, INC.",R1-2401646,Moderator
OPPO,R1-2402333,Discussion Contribution
Vodafone,R1-2410301,Contribution
Ericsson,R1-2406141,Author
Huawei,R1-2409140,Moderator
Sharp,R1-2402731,Discussion
Tiami Networks,R1-2402607,Source
"NTT DOCOMO, INC.",R1-2410858,Moderator
NVIDIA,R1-2402854,Source
Ericsson,R1-2403724,Contributor
Xiaomi,R1-2401181,CR Proposal
LG Electronics,R1-2400789,Discussion and Decision
"Huawei, HiSilicon",R1-2401584,Technical Contribution
Ericsson,R1-2405630,Moderator
CEWiT,R1-2405234,Technical Proposal
CICTCI,R1-2402370,Contribution
HiSilicon,R1-2409403,Technical analysis
CICTCI,R1-2404371,CR Proposal
HiSilicon,R1-2405863,Discussion and Decision
MediaTek Inc.,R1-2401299,Technical Proposal
HiSilicon,R1-2401389,Source
CICTCI,R1-2406336,Source
ZTE Corporation,R1-2409725,Technical Analysis
Panasonic,R1-2406713,Discussion
BUPT,R1-2402578,Measurement Data
AT&T,R1-2401366,Discussion/Approval
CATT,R1-2402382,Technical Proposal
Sharp,R1-2403086,Contribution
Nokia,R1-2405261,Discussion and Decision
HiSilicon,R1-2403355,Technical Contribution
Samsung,R1-2407466,Moderator Summary
Ericsson,R1-2401801,Contact Organization
ETRI,R1-2410263,Discussion/Decision
Ericsson,R1-2405491,Performance Evaluation
vivo,R1-2404164,Technical Proposal
Sharp,R1-2407053,Discussion
Intel Corporation,R1-2408295,Technical Contribution
Huawei,R1-2407000,Change Request Proposal
Fujitsu,R1-2410049,Technical Proposal
Qualcomm Incorporated,R1-2407043,Discussion
TCL,R1-2406102,Discussion/Decision Proposal
Ericsson,R1-2407562,Change Proposal
vivo,R1-2410794,Change Request
Honor,R1-2406580,Discussion and Decision
AT&T,R1-2404631,Source
NEC,R1-2404664,Technical Proposal
LG Electronics,R1-2402417,Technical Contribution
OPPO,R1-2410083,Contribution
AT&T,R1-2401361,Moderator summary
MediaTek,R1-2410918,Moderator
Tiami Networks,R1-2406085,Discussion and Decision
CATT,R1-2404396,Technical Proposal
"Huawei, HiSilicon",R1-2408981,CR Proposal
ZTE,R1-2402061,Change Request
Huawei,R1-2403471,Technical Feedback
Ericsson,R1-2410441,Technical Contribution
Sony,R1-2410239,Technical proposal
CATT,R1-2404367,Contribution
Huawei,R1-2403800,CR Proposal
Futurewei,R1-2405813,Discussion and Decision
vivo,R1-2403548,Source/Moderator
Transsion Holdings,R1-2400208,Discussion & Decision
OPPO,R1-2404869,Source
ZTE Corporation,R1-2406031,Contribution
Futurewei,R1-2403864,Discussion/Decision
ZTE Corporation,R1-2405934,Source
HiSilicon,R1-2403928,Technical Analysis
Siva Muruganathan,R1-2403752,Contact Person
Tejas Networks,R1-2410162,Discussion and Decision
Huawei,R1-2401572,Proposals on LCM framework
Xiaomi,R1-2402649,Contribution
Huawei,R1-2407663,Technical Analysis
Fraunhofer IIS,R1-2401242,Technical Analysis
HiSilicon,R1-2400151,Source
Fujitsu,R1-2403526,Moderator
Qualcomm,R1-2401594,Technical Contribution
NEC,R1-2404653,Technical Contribution
TCL,R1-2404736,Discussion and Decision
Sanechips,R1-2400494,Technical analysis and proposals
AT&T,R1-2407388,Moderator
3GPP RAN WG1,R1-2405671,Technical Contribution
TCL,R1-2409709,Discussion and Decision
Sanechips,R1-2402779,CR Submission
Sharp,R1-2400630,Discussion and Decision
Samsung,R1-2404137,Discussion & Proposals
Samsung,R1-2405538,Contributor
China Telecom,R1-2409997,Contribution
Lenovo,R1-2404528,Technical Contribution
Panasonic,R1-2401036,Discussion document
Nokia,R1-2408738,Discussion and Decision
OPPO,R1-2400607,Source
Sharp,R1-2410434,Source
AT&T,R1-2404486,Moderator Summary
Nokia,R1-2404051,Reply LS
MediaTek Inc.,R1-2403900,Discussion and Decision
Lenovo,R1-2401834,Change Request Proposal
vivo,R1-2407881,Technical Contribution
3GPP RAN WG2,R2-2409242,Source Working Group
Qualcomm Incorporated,R1-2401429,Discussion and Decision
Huawei,R1-2405511,Editorial
Viasat,R1-2410503,Source
RAN1,R1-2405586,Source
"NTT DOCOMO, INC.",R1-2403701,Chair Notes
Samsung,R1-2400742,Technical Contribution
CAICT,R1-2408806,Discussion/Decision
vivo,R1-2406187,Technical Analysis
CMCC,R1-2400317,Discussion & Proposals
Samsung,R1-2405664,Technical Contribution
ZTE Corporation,R1-2409723,Technical Analysis
"NTT DOCOMO, INC.",R1-2403221,Discussion and Decision
Nordic Semiconductor ASA,R1-2407135,Contribution
Nokia,R1-2402074,Technical Proposal
CMCC,R1-240xxxx,Moderator
xiaomi,R1-2400560,Contribution
Transsion Holdings,R1-2402687,Technical Proposal
Sony,R1-2406483,Source
InterDigital,R1-2405625,Moderator
RAN WG1,CR-11,Change Request Proposal
Sanechips,R1-2406961,Technical Contribution
Apple,R1-2408465,Proposals/Discussion
Qualcomm Incorporated,R1-2407028,Discussion/Decision
Samsung,R1-2403722,Text Proposal
OPPO,R1-2407193,Moderator Summary
Ericsson,R1-2409203,Moderator
Huawei,R1-2407482,Ad-Hoc Chair
Samsung,R1-2402450,CR Proposal
HiSilicon,R1-2402031,Technical Contribution
TCL Communication,R1-2400273,Technical Contribution
Spreadtrum Communications,R1-2402112,Technical Proposal
China Mobile Communications Corporation,R1-2405688,Session Chair
Sony,R1-2402965,Technical Contribution
NYU WIRELESS,R1-2402407,Measurement data collection and analysis
OPPO,R1-2410777,Moderator
China Unicom,R1-2403373,Contribution
Ericsson,R1-2410615,Reply LS
Industrial Technology Research Institute (ITRI),R1-2407069,Discussion and Decision
Huawei,R1-2403420,Proposals on center frequency definition
Nokia,R1-2403311,Contribution
ZTE,R1-2404215,Discussion
TCL,R1-2408243,Contribution
Panasonic,R1-2400880,Technical analysis and proposal
MediaTek Inc.,R1-2401318,Technical Proposal
ZTE Corporation,R1-2406413,Contribution
Sanechips,R1-2406413,Contribution
Intel Corporation,R1-2406010,Discussion Document
"Huawei, HiSilicon",38.211 CR,Proposed change
Yosuke Akimoto,R1-2409282,Contact Person
Panasonic,R1-2404762,Technical Contribution
Nokia,R1-2405665,Moderator Summary
Meta,R1-2410346,Source
Qualcomm Incorporated,R1-2405174,Technical Analysis and Proposals
RAN1,R1-2407826,Reply LS
LG Electronics,R1-2402418,Source
"InterDigital, Inc.",R1-2408733,Source
Ericsson,R1-2400077,Source
vivo,R1-2401946,Technical Contribution
Ericsson,R1-2406877,Source
Huawei,R1-2409402,Technical Analysis
Langbo,R1-2400679,Discussion and Decision
ETRI,R1-2410261,Discussion
Samsung,R1-2402471,Discussion and Decision
HiSilicon,R1-2402019,Technical Contribution
Sony,R1-2404491,Discussion & Decision
Google,R1-2408370,Discussion Document
CATT,R1-2402372,Source
HiSilicon,R1-2405868,Co-author
Sharp,R1-2401168,Discussion proposal
OPPO,R1-2408155,Technical Proposal
TCL,R1-2404000,Discussion
"InterDigital, Inc.",R1-2400925,Technical Contribution
"NTT DOCOMO, INC.",R1-2407486,Technical contribution
Google,R1-2405271,Technical Proposal
ETRI,R1-2406729,Technical Proposal
Qualcomm Incorporated,R1-2403172,Change Request Proposal
RAN1,R1-2409258,Reply Liaison Statement
Huawei,R1-2401993,Technical Proposals
MediaTek,R1-2407372,Commenter
CATT,R1-2402354,Reply LS
Sanechips,R1-2406126,Technical Analysis
"Huawei, HiSilicon",R1-2408969,Change Request
Fujitsu,R1-2409284,Moderator Summary
HiSilicon,R1-2407689,Technical Analysis
Sanechips,R1-2404556,Contribution
Nokia Shanghai Bell,R1-2400940,Contribution
Eutelsat Group,R1-2401470,Operator Perspective Analysis
CMCC,R1-2409514,Technical Proposal
Nordic Semiconductor ASA,R1-2408919,Technical Analysis
Nokia,R1-2409332,CR Proposal
Lenovo,R1-2405220,Discussion
CEWiT,R1-2403055,Technical Proposal
SA2,S2-2401589,LS Reply
Sharp,R1-2402737,Contribution
Panasonic,R1-2406687,Discussion/Decision
Samsung,R1-2409581,Views on AI/ML-based beam management
Ericsson,R1-2410853,source
ZTE,R1-2410853,source
OPPO,R1-2406219,Company
CMCC,R1-2404447,Discussion & Decision
NEC,R1-2410208,Source
Nokia,R1-2401612,Proposal on synchronization requests
MediaTek Inc.,R1-2408704,Discussion & Decision
Nokia,R1-2408549,Reply LS
Qualcomm Incorporated,R1-2403194,Technical Contribution
ZTE,R1-2402160,Source
"NTT DOCOMO, INC.",R1-2405038,Technical contribution
CATT,R1-2400407,CR
Spreadtrum Communications,R1-2402107,Contribution
Samsung,R1-2407398,Alt 1/Proposal 3
MediaTek Inc,R1-2405629,Moderator
CATT,R1-2406320,Discussion and Decision
Indian Institute of Technology Madras,R1-2407130,Technical Analysis
"NTT DOCOMO, INC.",R1-2407349,Moderator Summary
CATT,R1-2400405,Source
Qualcomm Incorporated,R1-2401409,Author
Frank Wu,R2-2409376,Contact Person
Xiaomi,R1-2404627,Discussion/Decision Proposal
Apple Inc.,R1-2401023,Discussion/Decision
CMCC,R1-2409507,Discussion and Decision
Fujitsu,R1-2400779,Discussion
Moderator (CMCC),R1-2409287,Source
ZTE,R1-2403618,Reply LS
MediaTek Inc.,R1-2402949,Technical Proposal
Nokia Shanghai Bell,R1-2408347,Discussion/Proposal
Intel Corporation,R1-2406021,Discussion and Decision
vivo,R1-2409700,Discussion
Panasonic,R1-2408540,Discussion
AT&T,R1-2403107,Outdoor sensing measurements
Samsung,R1-2407375,Moderator
CMCC,R1-2401735,Moderator
Samsung,R1-2402486,Discussion and decision
Futurewei,R1-2407617,Contribution
Sony,R1-2404513,Technical Proposal
Viasat,R1-2409004,Source
"NTT DOCOMO, INC.",R1-2410396,Technical Proposal
Sanechips,R1-2404558,Discussion and Decision
NVIDIA,R1-2409777,Technical Contribution
3GPP TSG-RAN WG1,R1-2408016,Technical Proposal
CATT,R1-2400437,Discussion Contribution
"NTT DOCOMO, INC.",R1-2410830,Moderator Summary
Spreadtrum Communications,R1-2405915,Technical Analysis
Xiaodong,RAN1#119-Schedule,Chair
Lenovo,R1-2404530,Technical Contribution
Sharp,R1-2403298,Source
CATT,R1-2409984,Source
MediaTek,R1-2409249,Source Organization
HiSilicon,R1-2407674,Technical Proposal
China Telecom,R1-2406101,Discussion Document
CATT,R1-2409927,Technical Analysis
Ericsson,R1-2403793,CR Submission
vivo,R1-2406172,Technical Contribution
UNISOC,R1-2409623,Technical Analysis
NEC,R1-2408376,Technical Contribution
Qualcomm Incorporated,R1-2407048,Technical Analysis & Proposals
ZTE Corporation,R1-2410451,Technical Analysis
ITRI,R1-2405115,Proposal
MediaTek,R1-2403729,Moderator Summary
China Telecom,R1-2410009,Discussion
ETRI,R1-2408578,Discussion
NVIDIA,R1-2404537,Technical Contribution
Huawei,R1-2406992,Change Request Proposal
vivo,R1-2400229,Discussion and Decision
Samsung,R1-2409613,Discussion input
Xiaomi,R1-2402665,Discussion
Lenovo,R1-2406071,Discussion
Futurewei,R1-2405802,Discussion and Decision
Huawei,R1-2400149,Source
Samsung,R1-2406637,Discussion Document
Ericsson,R1-2407241,Moderator
RAN WG1,CR-Form-v12.3,Technical Proposal
Samsung,R1-2406659,Discussion and decision
Sharp,R1-2408350,Discussion and Decision
Sanechips,R1-2409540,Source
ZTE,R1-2404556,Contribution
vivo,R1-2402238,Discussion and Decision
Wiliot Ltd,R1-2402720,Source
IIT Kanpur,R1-2403395,Technical Contribution
HiSilicon,R1-2402033,Source
"InterDigital, Inc.",R1-2401183,Discussion
Xiaomi,R1-2409880,Discussion and Decision
Honor,R1-2400522,Discussion
OPPO,R1-2408158,Discussion
LG Electronics,R1-2400913,Discussion and Decision
OPPO,R1-2400599,Discussion and Decision
NTT DOCOMO,R1-2409033,Moderator
Kookmin University,R1-2406209,Technical Proposal
vivo,R1-2400250,Technical Proposal
Huawei,R1-2408972,CR Proposal
ETRI,R1-2401222,Discussion
China Telecom,R1-2410000,Discussion
ZTE Corporation,R1-2407780,CR Proposal
Xiaomi,R1-2404628,Contribution
CATT,R1-2404414,Technical Contribution
ZTE Corporation,R1-2407797,Technical Proposal
Steven Chen,R4-2416919,Liaison Statement
Spreadtrum Communications,R1-2404022,Technical analysis and proposals
Qualcomm,R1-2401692,Comments
ZTE Corporation,R1-2410455,Source
Sharp,R1-2404966,Discussion and decision
Qualcomm,R1-2410712,Summary
vivo,R1-2402246,Technical analysis and proposals
"InterDigital, Inc.",R1-2406893,Discussion and Decision
"InterDigital, Inc.",R1-2402915,Discussion and Decision
HiSilicon,R1-2405839,Technical Analysis
OPPO,R1-2410068,Reply LS
Huawei,R1-2403344,Source
Intel Corporation,R1-2406007,Technical Analysis
Qualcomm,R1-2403174,Proposer
Huawei,R1-2405857,Contribution
Xiaomi,R1-2404630,Source
ZTE,R1-2400293,Technical Proposal
LG Electronics,R1-2409832,Discussion/Decision
China Telecom,R1-2404421,Discussion and Decision
Sony,R1-2408418,Discussion and decision
Huawei,R4-2417117,Liaison Statement
CATT,R1-2407434,Technical Contribution
Li Guo,R1-2410870,Technical Reply
Spreadtrum Communications,R1-2405926,Discussion and decision
Ericsson,R1-2403990,Technical Analysis and Proposal
New H3C,R1-2403877,Discussion and Decision
Thales,R1-2403591,Moderator
HiSilicon,R1-2400116,Technical Analysis
Huawei,R1-2401998,Technical Contribution
Lenovo,R1-2408986,Discussion
Intel Corporation,R1-2401492,Discussion/Decision
vivo,R1-2400234,Source
CATT,R1-2406345,Source
Ericsson,R1-2400530,Source
Xiaomi,R1-2409889,Contribution
ZTE Corporation,R1-2404236,Change Request Proposal
Apple,R1-2406820,Source
Samsung,R1-2404097,Discussion and Decision
HiSilicon,R1-2406994,Technical contribution
Qualcomm Incorporated,R1-2407042,Technical Contribution
Sanechips,R1-2407931,Simulation Support
Company,Annex A,Technical Data
NEC,R1-2408377,Discussion
LG Electronics,R1-2406607,Discussion and decision
vivo,R1-2400257,Discussion and Decision
"NTT DOCOMO, INC.",R1-2301713,Ad-Hoc Chair
Samsung,R1-2404096,Change Proposal
TCL,R1-2409476,Source
Ericsson,R1-2407240,CR Source
LG Electronics,R1-2407410,Moderator
TCL,R1-2404004,Technical Proposal
Ericsson,R1-2403692,Moderator Summary
Qualcomm,R1-2403679,Technical proposals
Ericsson,R1-2403407,CR Proposal
Futurewei,R1-2405810,Technical Analysis
Xiaomi,R1-07948,Technical Contribution
Apple,R1-2408449,Draft CR
Samsung,R1-2408641,Source
"NTT DOCOMO, INC.",R1-2403781,Moderator Summary
Sharp,R1-2401061,Technical Contribution
CMCC,R1-2407886,Technical Analysis
Nokia Shanghai Bell,R1-2400943,Proposal
Nokia,R1-2402993,Discussion and Decision
NEC,R1-2408209,Discussion and Decision
Nokia,R1-2403583,Moderator
Huawei,R1-2407652,Technical Proposal
MediaTek Inc.,R1-2400510,Discussion and Decision
Spreadtrum Communications,R1-2402121,Technical analysis
Qualcomm,R1-2409069,Framework Lead Summary
OPPO,R1-2404884,Discussion and Proposals
Huawei,R1-2403340,Technical Proposal
Huawei,R1-2403938,Technical Analysis
LG Electronics,R1-2405367,Moderator
vivo,R1-2402401,CR Source
"NTT DOCOMO, INC.",R1-2401092,Technical Proposal
ZTE Corporation,R1-2400282,Source
Thales,R1-2408398,Proposal for specification alignment
"Nokia, Nokia Shanghai Bell",R1-2401688,Change Request Proposal
Youjun Hu,R1-2407436,Contact Person
Sharp,R1-2410543,Technical Contribution
Samsung,R1-2409207,Contributor
Qualcomm,R1-2401555,Moderator Summary
Nokia,R1-2400649,Contribution
"ZTE Corporation, Sanechips",R1-2406412,Technical Proposal
Sony,R1-2404494,Technical Proposal
Spreadtrum Communications,R1-2404016,Discussion and decision
China Telecom,R1-2406091,Discussion
Xiaomi,R1-2409906,Discussion
China Telecom,R1-2402510,Technical Proposal
Qualcomm,R1-2410462,Draft reply LS
Qualcomm Incorporated,R1-2408844,Discussion/Decision
Continental Automotive Technologies GmbH,R1-2401346,Technical Analysis
TCL,R1-2406566,Contribution
vivo,R1-2400249,Discussion
Samsung,R1-2401929,Change Request Proposal
Samsung,R1-2408638,Technical Proposal
OPPO,R1-2402744,Reply LS Author
Fraunhofer IIS,R1-2400928,Contribution
ASUSTeK,R1-2405202,Discussion and Decision
Gongpu Wang,R1-2400385,Author
"NTT DOCOMO, INC.",R1-2401089,CR Proposal
Ericsson,R1-2407169,CR Proposal
Spreadtrum Communications,R1-2405549,Moderator
Intel Corporation,R1-2402151,Technical Proposal
Ericsson,R1-2405604,Moderator Summary
"InterDigital, Inc.",R1-2410311,Discussion and Decision
"InterDigital, Inc.",R1-2405882,Moderator Proposal
CMCC,R1-240XXXX,Email discussion moderator
Huawei,R1-2405324,CR Proposal
MediaTek Inc.,R1-2402938,Technical Contribution
MediaTek Inc.,R1-2408691,Technical Proposal
"NTT DOCOMO, INC.",R1-2406915,CR Submission
Transsion Holdings,R1-2400206,Discussion and decision
Spreadtrum Communications,R1-2400047,Discussion and decision
NEC,R1-2408226,Contribution
Nokia,R1-2401687,Moderator
Honor,R1-2408233,Discussion and Decision
Huawei,R1-2405751,Change Request
Samsung,R1-2402441,Change Request
CMCC,R1-2405981,Discussion & Decision
NEC,R1-2407514,Moderator Summary
Nokia,R1-2401686,Moderator
Ericsson,R1-2409192,Technical Contribution
Fujitsu,R1-2400765,Discussion
IIT Kanpur,R1-2405284,Technical Contribution
Fujitsu,R1-2403685,Source
CATT,R1-2409086,Moderator Summary
WILUS Inc.,R1-2410559,Contribution
HONOR,R1-2408230,Technical Proposal
Spreadtrum Communications,R1-2400066,Contribution
"InterDigital, Inc.",R1-2401184,Discussion
Futurewei,R1-2400094,Discussion Document
Apple Inc.,R1-2408463,Technical Contribution
AT&T,R1-2405571,Ad-Hoc Chair
ZTE Corporation,R1-2409726,Technical Analysis
"Huawei, HiSilicon",38.202 CR,CR Source
Ericsson,R1-2405476,
Nokia,R1-2407177,"Discussion, Decision"
Spreadtrum Communications,R1-2405904,Discussion and decision
HiSilicon,R1-2408176,CR Proposal
AT&T,R1-2403143,Technical Proposal
Sony,R1-2401607,Moderator
Ericsson,R1-2401959,LS Source
Huawei,R1-2403347,Source
OPPO,R1-2402311,Discussion
Xiaomi,R1-2402654,Technical Proposal
LG Electronics,R1-2403906,Discussion and decision
CATT,R1-2403772,Source
Continental Automotive,R1-2408532,Contribution
NEC,R1-2404795,Discussion
CMCC,R1-2407560,Moderator Summary
ASUSTeK,R1-2408909,Discussion and Decision
Huawei,R1-2409207,Contributor
Nokia,R1-2408729,Technical analysis and proposals
Ericsson,R1-2404534,Technical Proposal
OPPO,R1-2407303,Moderator
Ericsson,R1-2401076,Contribution
vivo,R1-2407862,Discussion and Decision
Google,R1-2404688,Discussion/Decision
TCL,R1-2404568,Technical Contribution
ZTE,R1-2400353,Discussion
HiSilicon,R1-2403918,Technical Analysis
Nokia,R1-2409365,Discussion and Decision
"NTT DOCOMO, INC.",R1-2406938,Discussion and Decision
Fujitsu,R1-2407443,Moderator Summary
Chunxuan Ye,R1-2401748,Contact Person
Fraunhofer HHI,R1-2407109,Specification support for beam management
Nordic Semiconductor ASA,R1-2403375,Discussion and Decision
Huawei,R1-2403956,Discussion and Decision
Fujitsu,R1-2410056,Discussion and Decision
Huawei,R1-2407662,Technical Contribution
"NTT DOCOMO, INC.",R1-2401128,Technical Contribution
Huawei,R1-2401768,Source/Chair
"InterDigital, Inc.",R1-2402081,Technical analysis and proposals
ETRI,R1-2410271,Discussion/Decision
ZTE Corporation,R1-2409558,Discussion/Decision
LG Electronics,R1-2401484,Discussion and Decision
ITL,R1-2407166,Discussion/Decision
CICTCI,R1-2406382,Technical Proposal
Qualcomm,R1-2410461,Reply LS
China Telecom,R1-2404423,Discussion
"ZTE, Sanechips",R1-2405190,Technical Contribution
Apple,R1-2409824,Discussion/Decision
ZTE,R1-2404207,Technical Analysis & Proposal
OPPO,R1-2402325,Discussion
OPPO,R1-2400598,Discussion and Decision
OPPO,R1-2400577,Discussion and Decision
NTT DOCOMO,R1-2407517,Moderator Summary
Google,R1-2408372,Contribution
CMCC,R1-2400316,Discussion & Decision
Keysight Technologies,R1-2406698,Contribution
CMCC,R1-2407888,Technical Analysis and Proposal
CEWiT,R1-2403054,Discussion
Intel Corporation,R1-2402144,Technical Proposal
MediaTek Inc.,R1-2408709,Technical Proposal
ITRI,R1-2410428,Technical Proposal
Samsung,R1-2400698,Contribution Paper
Ericsson,R1-2404754,Discussion Document
Chunhui Zhang,R4-2321976,Contact Person
Sungjin Park,R1-2405563,Contact Person
Huawei,R1-2403659,Ad-Hoc Chair
3GPP RAN WG1,R1-2405736,Liaison Statement
Samsung,R1-2409594,Discussion
LG Electronics,R1-2405728,Proposer
CATT,R1-2409917,[Draft] Reply LS
LG Electronics,R1-2404325,Discussion and decision
vivo,R1-2404190,Discussion and Decision
Panasonic,R1-2400904,Discussion/Decision
ITRI,R1-2405114,Discussion and Decision
CATT,R1-2410897,CR Proposal
Huawei,R1-2401387,Reply LS
Sanechips,R1-2402191,Technical analysis and proposals
NEC,R1-2409874,Technical Proposal
Xiaomi,R1-2407970,Technical Contribution
CMCC,R1-2402548,Contribution
ZTE Corporation,R1-2410450,Reply LS
Tejas Networks,R1-2407749,Technical Proposal
vivo,R1-2409689,Technical contribution
CATT,R1-2404381,Change Request
Nokia,R1-2407407,Contributor
Sanechips,R1-2410450,Reply LS
Nokia,R1-2408539,Discussion and Decision
Qualcomm Incorporated,R1-2401413,Technical Analysis
