id,name,description
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer specifications, including 5G NR and IoT."
SA5,Service and System Aspects Working Group 5,"Focuses on telecom management, orchestration, and OSS."
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical channel structures and synchronization signals
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including energy savings enhancements."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in NR-NTN.
SA WG2,Service and System Aspects Working Group 2,Responsible for architecture and service requirements
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer protocols and power saving mechanisms."
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications including physical layer protocols
RAN WG1,Radio Access Network Working Group 1,Develops physical layer specifications for 3GPP radio technologies.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications including physical layer protocols.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for NR physical layer specifications including radio interface protocols and channel structures
RAN WG2,Radio Access Network Working Group 2,"Handles NR radio interface architecture and protocols, including UE capability signaling."
RAN2,Radio Access Network Working Group 2,Focuses on NR layer 2/layer 3 radio interface specifications.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for physical layer specifications of NR.
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including channel structures and coding."
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the radio layer (physical and MAC) in 3GPP.
RAN WG3,Radio Access Network Working Group 3,Focuses on radio access network integration and testing
RAN WG3,Radio Access Network Working Group 3,Addresses radio access network interfaces and performance aspects.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer standardization in 3GPP NR.
RAN2,Radio Access Network Working Group 2,Handles radio interface architecture and protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for defining LTE and NR physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer procedures for NR and LTE."
RAN WG2,Radio Access Network Working Group 2,Responsible for the radio interface architecture and protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access technology development
RAN4,Radio Access Network Working Group 4,"Focuses on radio performance and protocol aspects, including deployment scenarios."
RAN4,Radio Access Network Working Group 4,Responsible for radio performance/protocol aspects
RAN WG1,Radio Access Network Working Group 1,Focuses on radio layer specifications for NR and LTE.
TSG-RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer procedures."
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer specifications, including physical layer design."
RAN WG4,Radio Access Network Working Group 4,"Focuses on radio performance and protocol aspects, including RRM requirements."
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications development
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access network functionalities in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications in 3GPP NR.
RAN2,Radio Access Network Working Group 2,Handles radio interface architecture and protocols for NR.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer specifications, including IoT device architectures."
RAN WG4,Radio Access Network Working Group 4,Defines RF parameters and performance requirements.
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR/LTE.
RAN WG2,Radio Access Network Working Group 2,Focuses on the radio interface architecture and protocols for UTRA and E-UTRA.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications development
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer specifications of NR (New Radio).
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of 3GPP radio access technologies.
RAN3,Radio Access Network Working Group 3,Addresses core network and interworking aspects.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications (PHY layer)
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications in 3GPP.
RAN,Radio Access Network Working Group,Responsible for defining requirements and specifications for radio access technologies in 3GPP.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for definition of physical layer specifications
RAN WG3,Radio Access Network Working Group 3,Focuses on radio access network interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer specifications of radio interfaces
RAN4,Radio Access Network Working Group 4,Focuses on radio performance and protocol aspects.
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of 3GPP radio interfaces
TSG-RAN WG4,Radio Access Network Working Group 4,Focuses on radio performance and protocol aspects of 3GPP standards.
RAN WG1,Radio Access Network Working Group 1,"Responsible for the physical layer specifications of NR, LTE, and related radio technologies"
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer and RF aspects."
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer specifications of NR radio interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access protocols in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of the radio interface for NR and LTE.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer specifications of radio interfaces for 3GPP systems.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer protocols."
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio interface architecture and protocols
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer protocols and positioning techniques."
RAN WG1,Radio Access Network Working Group 1,"Responsible for physical layer specifications in 3GPP, including waveform, modulation, and channel coding for NR and IoT technologies."
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio access layer 1 specifications.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for the physical layer specifications of radio interfaces.
RAN WG3,Radio Access Network Working Group 3,Handles architectural aspects and interfaces for radio access.
RAN WG1,Radio Access Network Working Group 1,"Responsible for defining physical layer specifications for radio interfaces, including UL/DL MIMO enhancements."
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical channels and synchronization
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR and LTE radio interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of NR
RAN3,Radio Access Network Working Group 3,Handles overall UTRAN/E-UTRAN/NG-RAN architecture and interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of the radio interface for cellular networks.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining UE & base station requirements/physical layer specifications
TSG-RAN WG1,Radio Access Network Working Group 1,"Responsible for RF, physical layer, and protocol aspects of radio access"
RAN1,Radio Access Network Working Group 1,Responsible for physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications including physical channels and modulation.
SA2,Service and System Aspects Working Group 2,Handles architecture and service requirements.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical channels
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including waveform design and radio resource management."
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer procedures and MIMO enhancements."
SA2,System Architecture Group 2,"Focuses on architecture and signaling protocols for 3GPP systems, including core network and service capabilities."
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications in 3GPP
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications for NR radio interface
RAN WG2,Radio Access Network Working Group 2,Responsible for radio interface architecture and protocols in 3GPP
TSG-RAN,Radio Access Network Technical Specification Group,3GPP group responsible for radio access network specifications
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in NR
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for physical layer specifications and radio access technologies.
RAN2,Radio Access Network Working Group 2,Radio interface architecture
RAN WG1,Radio Access Network Working Group 1,"Responsible for 3GPP radio layer 1 specifications, including physical layer protocols."
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications (physical layer)
RAN WG1,Radio Access Network Working Group 1,Responsible for defining NR physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,Responsible for definition of the physical layer
RAN WG3,Radio Access Network Working Group 3,Responsible for radio access network interfaces and performance
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for NR physical layer specifications.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 5G NR
RAN WG1,Radio Access Network Working Group 1,Specifies NR physical layer protocols.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access network protocols
RAN WG3,Radio Access Network Working Group 3,Focuses on radio access network integration and testing.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer specifications of 3GPP radio access technologies.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer aspects for NR."
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of the radio interface
RAN4,Radio Access Network Working Group 4,Addresses radio frequency and coexistence aspects of wireless systems.
RAN WG4,Radio Access Network Working Group 4,Responsible for radio performance and protocol aspects in 3GPP
RAN3,Radio Access Network Working Group 3,Responsible for UTRAN and E-UTRAN overall architecture
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of radio interfaces.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer specifications, including physical layer protocols and RF characteristics."
RAN WG1,Radio Access Network Working Group 1,"Focuses on physical layer specifications for NR, including radio interface protocols and signal/channel design."
SA2,Service and System Aspects Working Group 2,Responsible for overall architecture and service capabilities
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of NR/LTE
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of NR air interface
TSG-RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the radio layer (physical and MAC layers) in NR.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical layer protocols.
RAN WG3,Radio Access Network Working Group 3,Handles radio network interoperability and performance.
RAN WG2,Radio Access Network Working Group 2,"3GPP group handling MAC layer aspects, referenced for aligning MAC PDU sizes with PHY TBs."
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical layer protocols and channel measurements
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer protocols and channel measurements."
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for physical layer specifications and radio access network functionalities.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications for NR radio access
RAN WG2,Radio Access Network Working Group 2,Focuses on the radio interface architecture and protocols in 3GPP systems.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of 5G NR
RAN WG1,Radio Access Network Working Group 1,Focuses on physical layer specifications for radio interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications in 3GPP
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical channel structures and synchronization mechanisms."
RAN5,Radio Access Network Working Group 5,Focuses on terminal conformance testing and certification.
RAN WG1,Radio Access Network Working Group 1,"Focuses on physical layer specifications for radio interfaces, including AI/ML integration for CSI enhancements."
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including radio interface protocols and signal/channel design."
RAN2,Radio Access Network Working Group 2,Handles NR radio interface architecture and protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of NR radio interface
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications (physical layer)
RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer of 3GPP radio interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical channels/modulation
RAN2,Radio Access Network Working Group 2,Addresses radio interface architecture and protocols.
RAN WG1,Radio Access Network Working Group 1,Responsible for 3GPP physical layer specifications
RAN2,Radio Access Network Working Group 2,Addresses radio interface layer 2/3 and radio resource management.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in NR/NTN
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of radio interfaces.
RAN WG1,Radio Access Network Working Group 1,Focuses on the physical layer specifications for 3GPP radio access technologies.
RAN WG2,Radio Access Network Working Group 2,Handles radio interface architecture and protocols (Layer 2/Layer 3)
RAN WG1,Radio Access Network Working Group 1,"Defines functions, requirements, and interfaces of the radio access network in 3GPP standards."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications including synchronization and wake-up signal design
TSG RAN WG2,Radio Access Network Working Group 2,Responsible for layer 2/layer 3 specifications
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the radio layer 1 (physical layer) for cellular networks.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio access layer 1 specifications.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical layer protocols and RF characteristics
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for physical layer specifications of NR and LTE.
RAN WG4,Radio Access Network Working Group 4,Focuses on RF and RRM performance requirements for LP-WUS and LP-SS.
RAN WG2,Radio Access Network Working Group 2,Responsible for radio interface architecture and protocols (Layer 2/3).
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of 3GPP radio access technologies
RAN WG2,Radio Access Network Working Group 2,Responsible for radio interface architecture/protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications including channel modelling
RAN WG1,Radio Access Network Working Group 1,"Responsible for 5G/NR physical layer specifications, including sidelink and unlicensed spectrum operations."
SA5,Service and System Aspects Working Group 5,Responsible for 3GPP system architecture and management solutions.
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of UTRA and NR.
RAN3,Radio Access Network Working Group 3,Focuses on overall UTRAN/E-UTRAN architecture and interfaces.
RAN WG2,Radio Access Network Working Group 2,Focuses on MAC layer specifications and radio interface architecture.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications for NR.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio access architecture and protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications including reference signals and measurements
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of 3GPP radio access technologies.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer protocols and mobility enhancements."
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR radio access.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical layer procedures and HARQ mechanisms.
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the radio layer 1 of 3GPP systems.
TSG-RAN WG1,3GPP TSG Radio Access Network Working Group 1,Responsible for the definition of the physical layer of 3GPP radio interfaces.
TSG CT,Core Network and Terminals Technical Specification Group,Responsible for core network and terminal interface specifications
RAN WG3,Radio Access Network Working Group 3,Addresses NR radio access network integration and testing.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications for NR and LTE
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the radio layer (physical layer and protocol layers) in 3GPP systems.
RAN4,Radio Access Network Working Group 4,Responsible for radio performance and protocol aspects.
RAN WG2,Radio Access Network Working Group 2,Focuses on NR layer 2/layer 3 radio interface specifications.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio interface physical layer specifications
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer procedures and beam management."
RAN WG2,Radio Access Network Working Group 2,Focuses on radio interface architecture and protocols in 3GPP NR.
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of LTE and NR radio interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for 5G NR physical layer specifications and radio access technologies.
RAN WG2,Radio Access Network Working Group 2,Handles NR radio interface architecture and protocols.
RAN WG2,Radio Access Network Working Group 2,Handles radio interface architecture and protocols
RAN4,Radio Access Network Working Group 4,Responsible for RF and RRM requirements
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR and LTE.
RAN2,Radio Access Network Working Group 2,Handles layer 2/layer 3 radio interface architecture
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access technologies in 3GPP
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio access network specifications
RAN WG3,Radio Access Network Working Group 3,Focuses on network architecture and interfaces.
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer enhancements."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 3GPP radio access networks.
RAN WG4,Radio Access Network Working Group 4,Responsible for radio performance and protocol aspects of 3GPP standards.
RAN WG1,Radio Access Network Working Group 1,Responsible for 5G-NR physical layer specifications.
RAN WG2,Radio Access Network Working Group 2,Handles radio interface architecture and protocols for NR/5G.
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of NR radio interface.
SA5,Service and System Aspects Working Group 5,"Responsible for telecom management, network management, and orchestration specifications"
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications in 3GPP systems.
RAN WG1,Radio Access Network Working Group 1,Responsible for 5G/NR physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,"Focuses on physical layer specifications for NR, including NTN enhancements."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access network functionalities in 3GPP
RAN WG3,Radio Access Network Working Group 3,Addresses radio access network integration and performance aspects.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of NR and LTE radio interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 5G/NR systems.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of the radio interface in 3GPP specifications.
SA2,System Architecture Working Group 2,Responsible for overall system architecture
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of radio interfaces.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer procedures for NR."
RAN2,Radio Access Network Working Group 2,Responsible for radio interface architecture and protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer standardization in 3GPP radio access technologies.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio access network physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for the definition of the physical layer
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications
SA3,Security Assurance Group,Responsible for 3GPP security standards
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer aspects of positioning."
RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer specifications of radio interfaces.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of radio interfaces in 3GPP specifications.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications (PHY)
RAN WG4,Radio Access Network Working Group 4,Focuses on RF and radio resource management aspects.
RAN WG4,Radio Access Network Working Group 4,Focuses on radio performance and protocol aspects including RF requirements.
RAN WG4,Radio Access Network Working Group 4,Addresses radio performance and protocol aspects.
RAN WG1,Radio Access Network Working Group 1,Specifies physical layer protocols for radio interfaces.
RAN WG2,Radio Access Network Working Group 2,Responsible for radio interface protocols in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR/LTE radio interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 5G NR systems
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for physical layer specifications of radio interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio interface physical layer specifications and evaluation methodologies.
RAN2,Radio Access Network Working Group 2,Focuses on radio interface architecture and protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications for NR and LTE.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical layer channel modeling.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications including waveform design and synchronization signals
RAN WG1,Radio Access Network Working Group 1,Responsible for 5G/NR physical layer specifications including sidelink protocols.
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of the radio interface for cellular networks.
RAN4,Radio Access Network Working Group 4,Addresses RF and radio performance requirements.
RAN WG4,Radio Access Network Working Group 4,"Focuses on radio performance and protocol aspects, including RF requirements."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of radio interface
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical layer procedures and channel structures.
RAN WG1,Radio Access Network Working Group 1,Develops physical layer specifications for 3GPP radio interfaces.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer protocols and energy savings."
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of 3GPP NR.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications
RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer specifications for radio access technologies.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer protocols and MAC-CE functionalities."
RAN WG4,Radio Access Network Working Group 4,Handles radio performance and protocol aspects of NR.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including AI/ML integration for NR physical layer."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of 3GPP radio interfaces.
RAN WG4,Radio Access Network Working Group 4,Handles RF and RRM performance requirements.
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of the radio interface for 3GPP systems.
RAN WG1,Radio Access Network Working Group 1,Responsible for NR physical layer specifications including AI/ML air interface enhancements.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access network design in 3GPP.
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including HARQ-ACK procedures."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in NR and LTE.
RAN WG1,Radio Access Network Working Group 1,Focuses on the physical layer specifications of NR and LTE.
RAN WG2,Radio Access Network Working Group 2,Responsible for radio layer 2/3 specifications
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio access layer specifications, including physical layer protocols."
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including A-IoT enhancements."
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications for radio interfaces in 3GPP standards.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical channels and AI/ML air interface enhancements
CT,Core Network and Terminals Working Group,Responsible for core network architecture and terminal interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications for NR radio interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of 3GPP radio access technologies.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of 5G NR radio interface.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining UE & base station physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,"Responsible for the physical layer specifications of NR, including synchronization, signaling, and energy efficiency enhancements."
RAN WG1,Radio Access Network Working Group 1,Develops physical layer specifications for NR/LTE radio access technologies.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical channels and coding.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer structures for NR."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications including DCI formats and scheduling mechanisms
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 3GPP NR standards
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer design."
RAN WG1,Radio Access Network Working Group 1,Handles physical layer specifications for radio interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of 3GPP radio interfaces.
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer specifications, including physical layer and IoT technologies."
RAN WG1,Radio Access Network Working Group 1,Physical layer specifications for NR
TSG-RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio interface architecture and protocols, physical layer specifications, and radio resource management."
RAN WG4,Radio Access Network Working Group 4,Handles radio performance and protocol aspects.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical layer procedures and channel modeling
RAN WG1,Radio Access Network Working Group 1,"Responsible for physical layer specifications in 3GPP, including Ambient IoT frame structure design."
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer and radio resource management protocols in 3GPP.
RAN WG4,Radio Access Network Working Group 4,Responsible for RF and RRM conformance testing
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of radio interfaces in 3GPP standards.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications and radio access technologies in 3GPP.
RAN WG2,Radio Access Network Working Group 2,Handles radio interface architecture/protocols
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer specifications, including physical layer protocols for NR."
RAN WG1,Radio Access Network Working Group 1,"Responsible for physical layer specifications in NR, including NTN enhancements."
RAN WG4,Radio Access Network Working Group 4,Responsible for RF/conformance testing.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications including physical layer and RF characteristics.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer protocols and waveforms."
RAN3,Radio Access Network Working Group 3,Responsible for radio network architecture and interfaces in 3GPP.
TSG-RAN WG1,3GPP TSG RAN Working Group 1,Responsible for radio layer 1 specifications.
RAN WG2,Radio Access Network Working Group 2,3GPP group responsible for radio interface architecture
RAN4,Radio Access Network Working Group 4,Focuses on radio performance and protocol aspects including RF parameters
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR and LTE
RAN WG1,Radio Access Network Working Group 1,Responsible for 3GPP NR physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,Focuses on the physical layer specifications for NR.
RAN WG4,Radio Access Network Working Group 4,Responsible for RF conformance testing
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications including physical layer protocols and RF characteristics.
TSG-RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specification development
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of radio access technologies in 3GPP.
RAN WG4,Radio Access Network Working Group 4,Responsible for radio performance and protocol aspects of UTRA and E-UTRA.
TSG-RAN WG2,Radio Access Network Working Group 2,Responsible for radio interface architecture and protocols
RAN WG4,Radio Access Network Working Group 4,Focuses on radio performance and protocol aspects of radio access networks.
RAN WG4,Radio Access Network Working Group 4,Handles RF and radio resource management aspects.
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including UE capabilities and radio resource management."
RAN WG2,Radio Access Network Working Group 2,Focuses on radio interface architecture and protocols in RAN.
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer protocols for cellular networks."
RAN WG1,Radio Access Network Working Group 1,Focuses on physical layer specifications for radio access technologies in 3GPP.
RAN WG2,Radio Access Network Working Group 2,Addresses radio interface architecture and protocols.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio interface physical layer specifications
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer and radio resource management protocols.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications including physical channels and signals
