doc_id,wg_name,role_in_group
R1-2401946,RAN WG1,Discussion Document
R1-2400432,RAN WG1,Discussion Contributor
R1-2407186,RAN WG1,Contribution
R1-2400804,RAN WG1,Discussion lead on CLI handling
R1-2403137,RAN WG1,Contribution on energy saving techniques
R1-2401887,RAN WG1,Change Request
R1-2407764,RAN WG1,Technical Proposal
R1-2400090,RAN WG1,Technical Contribution
R1-2404791,RAN WG1,Mobility Enhancements Maintenance
R1-2404639,RAN WG1,Change Request
R1-2400743,RAN WG1,Contribution
R1-2410094,RAN WG1,Discussion Document
R1-2401593,RAN WG1,Discussion Lead
R1-2407336,RAN WG1,Change Proposal
R1-2408243,RAN WG1,Contribution
R1-2403221,RAN WG1,Contribution
R1-2407461,RAN WG1,Change Proposal
R1-2407570,RAN WG1,Specification maintenance
R1-2402278,RAN WG1,Contribution
R1-2404854,RAN WG1,Contribution on physical layer procedures
38.213,RAN WG1,Change Request
R1-2409408,RAN WG1,Discussion Document
R1-2403681,RAN WG1,Feature Lead Summary
R1-240xxxx,RAN WG1,Change Request
R1-2406112,RAN WG1,Change Proposal
R1-2405811,RAN WG1,Contribution
R1-2402286,RAN WG1,Technical Contribution
R1-2405296,RAN WG1,Contribution to AIoT Study Item
R1-2408422,RAN WG1,Contribution
R1-2407800,RAN WG1,Contribution
R1-2409615,RAN WG1,Technical contribution
R1-2409288,RAN WG1,Liaison Statement Originator
R1-2405442,RAN WG1,Discussion and Decision Document
R1-2401498,RAN WG1,Discussion and Decision
R1-2407806,RAN WG1,Technical Specification
R1-2400950,RAN WG1,Change Proposal
R1-2408111,RAN WG1,Contribution
R1-2400230,RAN WG1,Technical Contribution
R1-2408273,RAN WG4,RF Requirements
R1-2406328,RAN WG1,Technical Specification
R1-2404456,RAN WG1,Contribution
R1-2406058,RAN WG1,Contribution on AI/ML Framework
R1-2404742,RAN WG1,Contribution
R1-2401705,RAN WG1,Discussion Summary
R1-2402511,RAN WG1,Technical Contribution
R1-2409197,RAN WG1,Discussion Lead
R1-2404281,RAN WG1,Contribution
R1-2405803,RAN WG1,Contribution
R1-2400169,RAN WG1,Technical Contribution
R1-2400948,RAN WG1,Change Request
R1-2406665,RAN WG1,Technical Contribution
R1-2400694,TSG-RAN WG1,Contribution
R1-2404682,RAN WG1,Contribution
R1-2404924,RAN WG1,Contribution
R1-2408729,RAN WG1,Contribution on NTN enhancements
R1-2403295,RAN WG1,Specification Change Proposal
R1-2400094,RAN WG1,Contribution
R1-2402622,RAN WG1,Technical Contribution
R1-2410856,RAN WG1,Discussion coordination
R1-2409507,RAN WG1,Technical Contribution
R1-2410198,RAN WG1,Contribution
R1-2403401,RAN WG1,Specification Change Proposal
R1-2406373,RAN WG1,Study Item Contribution
R1-2401682,RAN WG1,Discussion leader for Agenda 9.4.1.2
R1-2403373,RAN WG1,Contribution
R1-2402268,RAN WG1,Discussion and Decision
R1-2405335,RAN WG1,Specification Maintenance
R1-2400339,RAN WG1,Contribution
R1-2400413,RAN WG1,Discussion Document
R1-2405907,RAN WG1,Technical contribution
R1-2410126,RAN WG1,Discussion Document
R1-2410116,RAN WG1,Contribution for Rel-19 MIMO specifications
R1-2405551,RAN WG1,NR_FeMIMO-Core Work Item contributor
R1-2408564,RAN WG1,Contribution on physical layer enhancements
R1-2408205,RAN WG1,Technical Contribution
R1-2403063,RAN WG1,Contribution on network energy savings techniques
R1-2401419,RAN WG1,Discussion Document
R1-2401253,RAN WG1,Contribution
R1-2402715,RAN WG1,Contribution
R1-2404252,RAN WG1,Technical contribution
R1-2406592,RAN WG1,Technical Contribution
R1-2409503,RAN WG1,Technical Contribution
R1-2408929,RAN WG1,Contribution to physical layer specifications
R1-2405580,RAN WG1,Specification amendment proposal
R1-2407360,RAN WG1,Technical Specification Contribution
R1-2409831,RAN WG1,Rel-19 NR NTN Feature Development
R1-2400958,RAN WG1,Discussion document for MIMO evolution
R1-2401795,RAN WG1,TR development
R1-2409261,RAN WG1,Discussion Contributor
R1-2402337,RAN WG1,Contribution on physical layer design
R1-2407611,RAN WG1,Contribution
R1-2407000,RAN WG1,Change Request Submission
R1-2408436,RAN WG1,Contribution
R1-2405505,RAN WG1,Discussion Document
R1-2403510,RAN WG1,Discussion and Decision
R1-2409803,RAN WG1,Contribution on AIoT physical layer
R1-2401243,RAN WG1,Contribution
R1-2408143,RAN WG1,Technical Contribution
R1-2408711,RAN WG1,Technical Specification Development
R1-2403308,RAN WG1,Technical contribution
R1-2408164,RAN WG1,Technical contribution
R1-2401944,RAN WG2,Liaison Statement to RAN WG1
R1-2408688,RAN WG1,Technical Contribution
R1-2408739,RAN WG1,Technical Contribution
38.213 CR 0634,RAN WG1,Change Request
R1-2402924,RAN WG1,Contribution on RRM measurement enhancements
R1-2401120,RAN WG1,Technical Contribution
R1-2405056,RAN WG1,Discussion lead on physical layer enhancements
R1-2410226,RAN WG1,Contribution
R1-2410098,RAN WG1,Contribution
R1-2402902,RAN WG1,Technical Contribution
R1-2404221,RAN WG1,Contribution
R1-2404130,RAN WG1,Contribution
R1-2410264,RAN WG1,Contribution
R1-2410534,RAN WG1,Contribution
R1-2405736,RAN WG1,Source working group
R1-2401676,RAN WG1,Discussion document
R1-2403906,RAN WG1,Technical contribution
R1-2409193,RAN WG1,Feature Lead Summary
R1-2410558,RAN WG1,Technical Contribution
R1-2407260,RAN WG1,Specification Maintenance
R1-2401109,RAN WG1,Contribution
R1-2406524,RAN WG1,Contribution
R1-2407307,RAN WG1,Discussion and Decision
R1-2401176,RAN WG1,Discussion Document
R1-2404953,RAN WG1,Contribution for Discussion
02987,RAN WG1,Specification maintenance
R1-2400356,RAN WG1,Contribution
R1-2407196,RAN WG1,Discussion document
R1-2408635,RAN WG1,Technical Contribution
R1-2405282,RAN WG1,Technical contribution on duplex enhancement
R1-2406323,RAN WG1,Contribution
R1-2407903,RAN WG1,Technical Contribution
R1-2408989,RAN WG1,Contribution
R1-2400176,RAN WG1,Technical Contribution
R1-2403453,RAN WG1,Contribution
R1-2400388,RAN WG1,Technical Specification Contribution
R1-2410144,RAN WG1,Technical Contribution
R1-2410491,RAN WG1,Technical Specification
R1-2407327,RAN WG1,Evaluation Methodology Definition
R1-2405168,RAN WG1,Discussion Document
R1-2406417,RAN WG1,Technical Contribution
R1-2406096,RAN WG1,Contribution
R1-2406971,RAN WG1,Technical Contribution
R1-2403690,RAN WG1,Discussion Moderator
R1-2402891,RAN WG1,Physical layer specification development
R1-2407454,RAN WG1,Change Proposal
R1-2408912,RAN WG1,Discussion Document
R1-2410553,RAN WG1,Contribution
R1-2402599,RAN WG1,Contribution
R1-2402695,RAN WG1,Contribution
R1-2400332,RAN WG1,Technical Contribution
R1-2409465,RAN WG1,Discussion Summary
R1-2410194,RAN WG1,Contribution
R1-2408307,RAN WG1,Contribution
R1-2401588,RAN WG1,Discussion document
R1-2403122,RAN WG1,Contribution to Rel-19 Ambient IoT Study Item
R1-2409040,RAN WG1,Discussion coordination
R1-2406954,RAN WG1,Specification Amendment Proposal
R1-2408463,RAN WG1,Discussion Document
R1-2405262,RAN WG1,Technical contribution
R1-2408130,RAN WG1,Technical proposal
R1-2407686,RAN WG1,Technical Contribution
R1-2410939,RAN WG1,Contribution
R1-2410685,RAN WG1,Discussion and Decision
R1-2403996,RAN WG1,Channel modeling validation analysis
R1-2407954,RAN WG1,Contribution
R1-2403260,RAN WG1,Study and specify enhancements
R1-2409600,RAN WG1,Contribution
R1-2405882,RAN WG1,Technical Specification
R1-2409631,RAN WG1,Contribution for discussion
R1-2407645,RAN WG1,Discussion and Decision
R1-2401521,RAN WG1,Technical Specification
R1-2406423,RAN WG1,Technical Contribution
R1-2406122,RAN WG1,Discussion/Decision Proposal
R1-2408035,RAN WG1,Contribution
R1-2409094,RAN WG1,Discussion Summary
R1-2403335,RAN WG1,Discussion document
R1-2408265,RAN WG1,Contribution
R1-2405156,RAN WG1,Technical Contribution
R1-2407448,RAN WG1,Specification Amendment
R1-2408348,RAN WG1,Contribution
R1-2410810,RAN WG1,Change Request
R1-2405450,RAN WG1,Discussion coordination
R1-2409896,RAN WG1,Contribution
R1-2406442,RAN WG1,Discussion Document
R1-2402595,RAN WG1,Contribution
R1-2406872,RAN WG1,Technical Contribution
R1-2404612,RAN WG1,Technical Contribution
R1-2404108,RAN WG1,Moderator Summary
R1-2401994,RAN WG1,Contribution
R1-2401603,RAN WG1,Change Request
R1-2402007,RAN WG1,Contribution
R1-2409858,RAN WG1,Contributor
R1-2409034,RAN WG1,Discussion moderator
R1-2401886,RAN WG1,Technical Specification contributor
R1-2410056,RAN WG1,Contribution
R1-2406210,RAN WG1,Contribution on SBFD random access enhancements
R1-2409837,RAN WG1,Technical Contribution
R1-2401577,RAN WG1,Specification Maintenance
R1-2401923,TSG-RAN WG1,Specification maintenance
R1-2406614,RAN WG1,Discussion lead on XR RRM enhancements
R1-2406883,RAN WG1,Contribution
R1-2408588,RAN WG1,Discussion Document
R1-2407986,RAN WG1,Discussion/Decision Proposal
R1-2405752,RAN WG1,Technical contribution
R1-2403120,RAN WG1,Technical contribution
R1-2401927,RAN WG1,Discussion and decision proposal
R1-2404895,RAN WG1,Discussion Document
R1-2408974,RAN WG1,Change Proposal
R1-2403733,RAN WG1,Change Request
R1-2405371,RAN WG1,Discussion coordination
R1-2404112,RAN WG1,Discussion Document
R2-2409258,RAN WG2,Liaison Statement author
R1-2400908,RAN WG1,Discussion Contributor
R1-2409705,RAN WG1,Technical Contribution
R1-240XXXX,RAN WG1,Discussion framework
R1-2407409,TSG-RAN WG1,Discussion Document
R1-2404126,RAN WG1,Contribution
R1-2402803,RAN WG1,Technical Contribution
R1-2400133,RAN WG1,Contribution
CR-Form-v12.3,TSG-RAN WG1,Specification Change Proposal
R1-2409384,RAN WG1,Change Request Proposal
R1-2409079,RAN WG1,Feature Lead Summary
R1-2402799,RAN WG1,Discussion Document
R1-2403186,RAN WG1,Contribution
R1-2407168,RAN WG1,Discussion
R1-2400679,RAN WG1,Physical layer specification maintenance
R1-2400355,RAN WG1,Technical Contribution
R1-2408267,RAN WG1,Contribution
R1-2408794,RAN WG1,Contribution
R1-2407842,RAN WG1,Specification maintenance
R1-2410466,RAN WG1,Technical Contribution
R1-2405301,RAN WG1,Contribution on AIoT Physical Layer Aspects
R1-2401114,RAN WG1,Technical Proposal
R1-2405553,RAN WG1,Technical Specification
R4-2406386,RAN WG4,Contribution
R1-2403738,RAN WG1,Feature lead summary for IoT NTN maintenance
R1-2409871,RAN WG1,Technical Contribution
R1-2406607,RAN WG1,Contribution
R1-2407103,RAN WG1,Contribution to Network Energy Savings Work Item
R1-2400396,RAN WG1,Discussion on PHY-layer AI/ML enhancements
R1-2401486,RAN WG1,Contribution
R1-2409459,RAN WG1,Contribution on MIMO enhancements
R1-2408089,RAN WG1,Contribution
R1-2401925,RAN WG1,Contribution
R1-2408925,RAN WG1,Contribution
R1-2408181,RAN WG1,Discussion and Decision
R1-2408750,RAN WG1,Contribution
R1-2404169,RAN WG1,Contribution on AI/ML Framework
R1-2405905,RAN WG1,Contribution for agenda discussion
R1-2407861,RAN WG1,Contribution
R1-2402228,TSG-RAN WG1,Technical Contribution
R1-2406580,RAN WG1,Contribution
R1-2409401,RAN WG1,Positioning Enhancement Proposal
R1-2400378,RAN WG1,Technical Contribution
R1-231xxxx,RAN WG1,Contribution
R1-2407849,RAN WG1,Contribution to positioning standards
R1-2410155,RAN WG1,Contribution
R1-2410479,RAN WG1,Contribution on A-IoT physical layer design
R1-2400822,RAN WG1,Discussion on physical layer enhancements
R1-2410709,RAN WG1,Discussion/Decision
R1-2410251,RAN WG1,Contribution on SBFD enhancements
R1-2409875,RAN WG1,Technical Contribution
R1-2409874,RAN WG1,Contribution
R1-2405453,RAN WG1,Feature Lead Summary
R1-24xxxxx,RAN WG1,Discussion summary
R1-2405853,RAN WG1,Contribution
R1-2410072,RAN WG1,Discussion Document
R1-2402468,RAN WG1,Technical Contribution
R1-2408360,RAN WG1,Feature Lead summary
R1-2402533,RAN WG1,Contribution
R1-2400838,RAN WG1,Discussion lead for physical layer aspects
R1-2408965,RAN WG1,Contribution
R1-2410493,RAN WG1,Discussion/Decision Document
R1-2403851,RAN WG1,Discussion Framework
R1-2401183,RAN WG1,Contribution
R1-2409930,RAN WG1,Discussion contribution
R1-2409041,RAN WG1,Discussion and Decision
R1-2400705,RAN WG1,Contribution
R1-2401554,RAN WG1,Discussion Document
R1-2400703,RAN WG1,Specification maintenance
R1-2402580,RAN WG1,Contribution
R1-2402371,RAN WG1,Discussion lead
R1-2403093,RAN WG1,Contribution
R1-2402001,RAN WG1,Contribution
R1-2410618,RAN WG1,Contribution
R1-2405533,RAN WG1,Discussion and Decision
R1-2407523,RAN WG1,Change Request
R1-2402802,RAN WG1,Technical contribution
R1-2408079,RAN WG1,Technical Contribution
R1-2408966,RAN WG1,Contribution
R1-2407377,RAN WG1,Specification development
R1-2403752,RAN WG1,Source
R1-2402450,RAN WG1,Specification Change Proposal
R1-2406009,RAN WG1,Discussion Document
R1-2400498,RAN WG1,Discussion document
R1-2406350,RAN WG1,Contribution on physical layer procedures
R1-2406994,TSG-RAN WG1,Specification maintenance
R1-2405037,RAN WG1,Technical contribution
R1-2403301,RAN WG1,Contribution
R1-2400802,RAN WG1,Technical Contribution
R2-2403979,RAN WG2,LS Originator
R1-2402444,RAN WG1,Change Request
R1-2408776,RAN WG1,Contribution
R1-2409369,RAN WG1,Change Request
R1-2401469,RAN WG1,Discussion Document
R1-2405767,TSG-RAN WG1,Specification maintenance
R1-2408190,RAN WG1,Contribution on Rel-19 MIMO enhancements
R1-2400433,RAN WG1,Technical Contribution
R1-2400712,RAN WG1,Discussion document
R1-2400723,RAN WG1,Contribution
R1-2410702,RAN WG1,Feature Lead Summary
R1-2410196,RAN WG1,Contribution
R1-2404677,RAN WG1,Technical discussion contribution
R1-2404071,RAN WG1,Technical Specification Maintenance
R1-2407279,RAN WG1,Discussion document
R1-2410480,RAN WG1,Contribution
R1-2406733,RAN WG1,Discussion/Decision
R1-2405027,RAN WG1,Specification Development
R1-2408496,RAN WG1,Contribution
R1-2409530,RAN WG1,Contribution
R1-2403830,RAN WG1,Contribution
R1-2407067,RAN WG1,Contribution
R1-2409283,RAN WG1,Source
R1-2404103,RAN WG1,Contribution
R1-2404519,RAN WG1,Discussion Document
R1-2404962,RAN WG1,Contribution
R1-2401399,RAN WG1,Technical Specification Contributor
R1-2410443,RAN WG1,Contribution
R1-2401022,RAN WG1,Technical Contribution
R1-2404424,RAN WG1,Contribution
R1-2402307,RAN WG1,Contribution on physical layer procedures
R1-2400571,RAN WG1,Contribution
R1-2403574,RAN WG1,Discussion Summary
R1-2401174,RAN WG1,Contribution on CSI feedback enhancements
R1-2400760,RAN WG1,Contribution
R1-2404369,TSG-RAN WG1,Technical Specification maintenance
R1-2407379,RAN WG1,Technical Specification
R1-2401268,RAN WG1,Contribution
R1-2401728,RAN WG1,Discussion coordination
R1-2406418,RAN WG1,Contribution
R1-2408784,RAN WG1,Discussion and Decision
R1-2410360,RAN WG1,Technical Contribution
R1-2400078,RAN WG1,Contribution on physical layer design
R1-2408204,RAN WG1,Contribution
R1-2404237,RAN WG1,Contribution
R1-2410375,RAN WG1,Technical Specification Contribution
R1-2400916,RAN WG1,Contribution
R1-2407399,RAN WG1,Reply LS Contributor
R1-2409544,RAN WG1,Contribution to physical layer enhancement work item
R1-2405334,RAN WG1,Specification of physical layer procedures
R1-2403151,RAN WG1,Technical Contribution
R1-240XXXX,RAN WG1,Session notes for agenda item 8.1
R1-2406241,RAN WG1,Discussion Document
R1-2410267,RAN WG1,Contribution
R1-2407646,RAN WG1,Contribution
R1-2407638,RAN WG1,Technical Specification Development
R1-2410671,RAN WG1,Contribution
R1-2406746,RAN WG1,Discussion/Decision Proposal
R1-2404470,RAN WG1,Discussion Document
R1-2407178,TSG-RAN WG1,Technical Specification
R1-2406144,RAN WG1,Contribution
R1-2406325,RAN WG1,Change Request
R1-2406289,RAN WG1,Technical Contribution
R1-2403896,RAN WG1,Contribution
R1-2400702,RAN WG1,Technical Specification Contribution
R4-2416911,RAN4,LS Source
R1-2409463,RAN WG1,Discussion Document
R1-2409809,RAN WG1,Technical contribution on physical layer procedures
R1-2406067,RAN WG1,Contribution
R1-2410009,RAN WG1,Contribution
R1-2404863,RAN WG1,Technical Contribution
R1-2405906,RAN WG1,Contribution on physical layer enhancements
R1-2410554,RAN WG1,Discussion Document
R1-2405313,TSG-RAN WG1,Change Request Proposal
R1-2400213,RAN WG1,Contribution
R1-2401194,RAN WG1,Discussion Document
R1-2407184,RAN WG1,Technical Proposal
R1-2405142,RAN WG1,Contribution
R1-2403153,RAN WG1,Contribution
R1-2402763,RAN WG1,Contribution
R1-2407824,RAN WG1,Discussion document
R1-2400527,RAN WG1,Contribution to Rel-19 LP-WUS/WUR Work Item
R1-2410120,RAN WG1,Contribution
R1-2409362,RAN WG1,Evaluation Methodology Contribution
R1-240XXXX,RAN WG1,Discussion/Decision Document
R1-2409074,RAN WG1,Discussion Document
R1-2400347,RAN WG1,Contribution
R1-2410122,RAN WG1,Change Request
R1-2409119,RAN WG1,Evaluation Summary Rapporteur
R1-2402015,RAN WG1,Contribution
R1-2407117,RAN WG1,Change Proposal
R1-2407802,RAN WG1,Technical Discussion Document
R1-2406270,RAN WG1,Contribution
R1-2403397,RAN WG1,Study Item Contribution
S5-238107,SA5,Source Document
R1-2403755,RAN WG1,Contribution
R1-2405750,RAN WG1,Specification Maintenance
R1-2406180,RAN WG1,Contribution
R1-2401663,RAN WG1,Discussion Framework Proposal
R1-2400261,RAN WG1,Contribution on NTN enhancements
R1-2402651,RAN WG1,Technical Contribution
R1-2404040,RAN WG1,Technical Contribution
R1-2407444,RAN WG1,Feature Lead Summary
R1-2401208,RAN WG1,Technical Contribution
R1-2400075,RAN WG1,Evaluation Methodology Proposal
R1-2406865,RAN WG1,Technical Contribution
R1-2403505,RAN WG1,Contribution
R1-2403874,RAN WG1,Contribution
R1-2407884,RAN WG1,Contribution
R1-2410875,RAN WG1,Evaluation Methodology Proposal
R1-2409073,RAN WG1,Contribution
R1-2402174,RAN WG1,Technical Contribution
R1-2400091,RAN WG1,Physical Layer Design Contribution
R1-2408893,RAN WG1,Technical Contribution
R1-2404918,RAN WG1,Technical Contribution
R1-2402988,RAN WG1,Specification Maintenance
R1-2403217,RAN WG1,Technical Contribution
R1-2400686,RAN WG1,Technical contribution on LP-WUS
R1-2403059,RAN WG1,Contribution
R1-2407551,RAN WG1,Contribution
R1-2402596,RAN WG1,Contribution on SBFD Random Access
R1-2404601,RAN WG1,Discussion Document
R1-2404471,RAN WG1,Technical Contribution
R1-2404366,RAN WG1,Change Proposal
R1-2405089,RAN WG1,Technical Contribution
R1-2402636,RAN WG1,Specification Amendment
R1-2408157,RAN WG1,Technical Contribution
R1-2404477,RAN WG1,Contribution
R1-2409813,RAN WG1,Contribution
R1-2402917,RAN WG1,Technical contribution
R1-2410612,RAN WG1,Change Request
R1-2410206,RAN WG1,Discussion lead on SBFD enhancements
R1-2406800,RAN WG1,Contribution
R1-2407996,RAN WG1,Physical layer specification development
R1-2409331,RAN WG1,Specification Maintenance
R1-2401178,RAN WG1,Contribution
R1-2410482,RAN WG1,Technical Contribution
R1-2406496,RAN WG1,Discussion Document
R1-2407928,RAN WG1,Technical contribution
R1-2400696,RAN WG1,Contribution
R1-2408131,RAN WG1,Technical contribution
R1-2404418,RAN WG1,Contribution
R1-2402713,RAN WG1,Discussion Document
R1-2408915,RAN WG1,Technical contribution
R1-2404723,RAN WG1,Technical contribution
R1-2404268,RAN1,Technical Contribution
R1-2402748,RAN WG1,Discussion Document
R1-2407791,RAN WG1,Contribution on PHY Layer Parameters
R1-2409968,RAN WG1,Contribution
R1-2403086,RAN WG1,Contribution
R1-2402544,RAN WG1,Discussion document for physical layer design
R1-2410456,RAN WG1,Specification Maintenance
R1-2407058,RAN WG1,Technical contribution
R1-2401808,RAN WG1,Discussion coordination
R1-2405045,RAN WG1,Contribution
R1-2405919,RAN WG1,Technical Contribution
R1-2405827,RAN WG1,Technical Specification Development
R1-2410115,RAN WG1,Contribution
R1-2405393,RAN WG1,Change Request Proposal
R1-2400424,RAN WG1,Contribution
R1-2406563,RAN WG1,Contribution
R1-2408662,RAN WG1,Contribution
R1-2402493,RAN WG1,Technical Specification
R1-2403024,RAN WG1,Contribution on Physical Layer Enhancements
R1-2401110,RAN WG1,Technical Contribution
R1-2410411,RAN WG1,Contribution
R1-2405494,RAN WG1,Feature Lead Summary
R1-2405482,RAN WG1,Change Request
R1-2408977,RAN WG1,Specification Maintenance
R1-2402694,RAN WG1,Contribution
R1-2401741,RAN WG1,Specification Maintenance
R1-2406881,RAN WG1,Contribution for discussion
R1-2401445,RAN WG1,Discussion Contributor
R1-2403006,RAN WG1,Technical Contribution
R1-240xxxx,RAN WG1,Discussion document for physical layer procedures
R1-2407161,RAN WG1,Contribution
R1-2402982,RAN WG1,Discussion Document
R1-2402555,RAN WG1,Contributor
R1-2406319,RAN WG1,Contribution
R1-2407839,RAN WG1,Technical Contribution
R1-2409448,RAN WG1,Contribution
R1-2406104,RAN WG1,Contributor
R1-2408557,RAN WG1,CR Submission
R1-2402950,RAN WG1,Contribution
R1-2408838,RAN WG1,Discussion and Decision Proposal
R1-2407887,RAN WG1,Contribution
R1-2405217,RAN WG1,Contribution
R1-2402308,RAN WG1,Technical Contribution
R1-2409388,RAN WG1,Contribution to Study Item 38.869
R1-2410862,RAN WG1,Moderator (Apple Inc.)
R1-2401730,RAN WG2,Protocol stack modifications
R1-2404455,RAN WG1,Contribution
R1-2410872,RAN WG1,Discussion Document
R1-2409169,RAN WG1,Discussion and Decision
R1-2400312,RAN WG1,Specification amendment
R1-2404939,RAN WG1,Technical Contribution
R1-2403250,RAN WG1,Contribution
R1-2400105,RAN WG1,Contribution
R1-2402084,RAN WG1,Discussion Document
R1-2407246,RAN WG1,Technical Specification Contributor
R1-2402919,RAN WG1,Technical Specification
R1-2402231,RAN WG1,Contribution
R1-2410788,RAN WG1,Discussion Document
R1-2402129,RAN WG1,Contribution
R1-2407096,RAN WG1,Contribution
R1-2407720,RAN WG1,Technical contribution
R1-2408227,RAN WG1,Contribution
R1-2406937,RAN WG1,Contribution
R1-2406785,RAN WG1,Technical contribution
R1-2402819,RAN WG1,Contribution on energy-saving mechanisms
R1-2409223,RAN WG1,Discussion/Decision Document
R1-2400045,RAN WG1,Technical Contribution
R1-2409416,TSG-RAN WG1,Contribution to Study Item
R1-2401716,RAN WG1,Source
R1-2402077,RAN WG1,Technical Contribution
R1-2406677,RAN WG1,Technical Specification Contribution
R1-2402504,RAN WG1,Specification Amendment
R1-2407514,TSG-RAN WG1,Discussion Summary
R1-2409800,RAN WG1,Contribution
R1-2408716,RAN WG1,Contribution on NR-NTN enhancements
R1-2404307,RAN WG1,Contribution
R1-2401372,RAN WG1,Change Proposal
R1-2402112,RAN WG1,Contribution to NR Energy Saving Work Item
R1-2409792,RAN WG1,Technical Contribution
R1-2407148,TSG-RAN WG1,Specification Maintenance
R1-2402643,RAN WG1,Technical Specification Contribution
R1-2402226,RAN WG1,Technical contribution
R1-2404295,RAN WG1,Contribution
R1-2403857,RAN WG1,Contribution
R1-2408202,RAN WG1,Discussion lead
R1-2407518,RAN WG1,Change Request
R1-2402642,RAN WG1,Contribution on physical layer procedures
R1-2406261,RAN WG1,Discussion Document
R1-2401139,RAN WG1,Contribution
R1-2405083,RAN WG1,Discussion Contributor
R1-2409023,RAN WG1,Contribution
R1-2406237,RAN WG1,Contribution
R1-2405967,RAN WG1,Contribution
R1-2408717,RAN WG1,Contribution
R1-2405185,RAN WG1,Contribution
R1-2408184,RAN WG1,Contribution
R1-2406898,RAN WG1,Discussion Contributor
R1-2405924,RAN WG1,Discussion lead for physical layer aspects
R1-2408663,RAN WG1,Technical Contribution
R1-2404720,RAN WG1,Contribution on BWP specification
R1-2404955,RAN WG1,Contribution
R1-2406026,RAN WG1,Contribution
R1-2406064,RAN WG1,Technical Contribution
R1-2409312,RAN WG1,Discussion summary for protocol specification
R1-2404760,RAN WG1,Contribution
R1-2408644,RAN WG1,Technical Contribution
R1-2408797,RAN WG1,Discussion and Decision
R1-2408292,RAN WG1,Discussion contribution
R1-2403871,RAN WG1,Contribution
R1-2408479,RAN WG1,Discussion coordination
R1-2405843,RAN WG1,Discussion and Decision Proposal
R1-2404213,RAN WG1,Contribution
R1-2408435,RAN WG1,Contribution
R1-2402441,RAN WG1,Change Proposal
R1-2403776,RAN WG1,Discussion document
R1-2407076,RAN WG1,Discussion Document
R1-2407853,RAN WG1,Contribution
R1-2409981,RAN WG1,Contribution
R1-2403072,RAN WG1,Contribution
R1-2410696,RAN WG1,Discussion lead for parameter alignment
R1-2401978,RAN WG1,Contribution
R1-2400054,RAN WG1,Contribution
R1-2410147,RAN WG1,Reply LS
R1-2406439,RAN WG1,Physical layer enhancements
R2-2407887,RAN WG2,Specification Lead
R1-2409597,RAN WG1,Contribution
R1-2410221,RAN WG1,Contribution
R1-2402214,RAN WG1,Contribution
R2-2407827,RAN2,Source
R1-2400836,RAN WG1,Contribution
R1-2400223,RAN WG1,Technical Contribution
R1-2401408,RAN WG1,Discussion Document
R1-2404573,RAN WG1,Contribution
R1-2400354,RAN WG1,Technical Contribution
R1-2401025,RAN WG1,Discussion/Decision
R1-2408252,RAN WG1,Contribution
R1-2404239,RAN WG1,Technical Contribution
R1-2402130,RAN WG1,Contribution
R1-2401360,RAN WG1,Discussion Document
R1-2406829,RAN WG1,Contribution
R1-2409423,RAN WG1,Discussion and Decision
R1-2410357,RAN WG1,Feature Proposal
R1-2409625,RAN WG1,Contribution
R1-2403526,RAN WG1,Information
R1-2407414,RAN WG1,Discussion Document
R1-2406558,RAN WG1,Contribution
R1-2408550,RAN WG1,Contribution
R1-2400721,RAN WG1,Discussion Document
R1-2400349,RAN WG1,Discussion document
R1-2400722,RAN WG1,Contribution
R1-2408165,RAN WG1,Technical Contribution
R1-2406545,RAN WG1,Specification Change Proposal
R1-2404397,RAN WG1,Contribution
R1-2401247,RAN WG1,Contribution on NR positioning enhancements
R1-2400952,RAN WG1,Specification Maintenance
R1-2401761,RAN WG1,Discussion Documentation
R1-2405043,RAN WG1,Technical Contribution
R1-2402757,RAN WG1,Technical Contribution
R1-2405073,RAN WG1,Technical Contribution
R1-2407564,RAN WG1,Change Request
38.213 CR rev,RAN WG1,Specification Maintenance
R1-2408850,RAN WG1,Discussion and Decision
R1-2402789,RAN WG1,Contribution to AI/ML Work Item
R1-2407180,TSG-RAN WG1,Technical Specification Contribution
R1-2403286,RAN WG1,Discussion Document
R1-2401563,RAN WG1,Discussion Lead
R1-2406330,RAN WG1,Specification Change Proposal
R1-240xxxx,TSG-RAN WG1,Contribution
R1-2401614,RAN WG1,Specification Maintenance
R1-2407682,RAN WG1,Discussion/Decision Document
R1-2406661,RAN WG1,Technical Contribution
R1-2403181,RAN WG1,Contribution
R1-2403315,RAN WG1,Contribution
R1-2404149,RAN WG1,Technical Contribution
R1-2401449,RAN WG1,Contribution for Rel-19 Work Item
R1-2410396,RAN WG1,Contribution
R1-2407520,RAN WG1,Contribution
R1-2404279,RAN WG1,Technical contribution
R1-2402771,RAN WG1,Contribution
R1-2410207,RAN WG1,Contribution on evaluation framework
R1-2408087,RAN WG1,Discussion Document
R1-2406702,RAN WG1,Contribution
R1-2404002,RAN WG1,Discussion Document
R1-2403021,RAN WG1,Contribution
R1-2403543,RAN WG1,Discussion lead on SL PRS resource allocation
R1-2409332,TSG-RAN WG1,Specification maintenance
R1-2400796,RAN WG1,Contribution
R1-2403079,RAN WG1,Technical contribution
R1-2409397,RAN WG1,Contribution
